nct_id,condition_preferred,mesh_broad,mesh_broad_label
NCT00403910,Heart Failure,C14.280.434,Heart Failure
NCT00405418,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00419952,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT00448461,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00476268,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT00486343,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT00496769,Atrial Fibrillation,C14.280.067,"Arrhythmias, Cardiac"
NCT00500955,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00538902,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT00546754,Hypertension,C14.907.489,Hypertension
NCT00546832,Osteoarthritis,C05.550.114,Arthritis
NCT00552058,Crohn Disease,C06.405.469.432,Inflammatory Bowel Diseases
NCT00638807,Osteoarthritis,C05.550.114,Arthritis
NCT00659594,Rhinitis,C08.460.799,Rhinitis
NCT00659841,Rhinitis,C08.460.799,Rhinitis
NCT00660179,"Hypertension, Pulmonary",C08.381.423,"Hypertension, Pulmonary"
NCT00691964,Psoriasis,C17.800.859.675,Psoriasis
NCT00721760,Venous Thromboembolism,C14.907.355,Embolism and Thrombosis
NCT00731692,Multiple Sclerosis,C10.314.350.500,Multiple Sclerosis
NCT00739973,Hypertension,C14.907.489,Hypertension
NCT00744471,Osteoarthritis,C05.550.114,Arthritis
NCT00754988,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00763451,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00787605,Diabetes Mellitus,C18.452.394.750,Diabetes Mellitus
NCT00787605,Hypertension,C14.907.489,Hypertension
NCT00797316,Hypertension,C14.907.489,Hypertension
NCT00819104,Hypertension,C14.907.489,Hypertension
NCT00853385,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT00859898,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00912964,"Urinary Bladder, Overactive",C23.888.942.343.780,"Urinary Bladder, Overactive"
NCT00968812,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00996281,Hypertension,C14.907.489,Hypertension
NCT01001494,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT01045707,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01071122,Hypertension,C14.907.489,Hypertension
NCT01076647,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01106534,Coronary Restenosis,C14.280.647,Myocardial Ischemia
NCT01106534,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT01119859,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT01120717,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT01165138,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT01181102,Venous Thromboembolism,C14.907.355,Embolism and Thrombosis
NCT01194882,"Diabetes Mellitus, Type 1",C18.452.394.750.124,"Diabetes Mellitus, Type 1"
NCT01208207,"Spondylitis, Ankylosing",C05.550.114,Arthritis
NCT01264939,Urticaria,C17.800.862.945,Urticaria
NCT01302054,"Urinary Bladder, Overactive",C23.888.942.343.780,"Urinary Bladder, Overactive"
NCT01321255,Myocardial Infarction,C14.280.647X,"Myocardial Ischemia, acute"
NCT01397890,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT01413958,Rhinitis,C08.460.799,Rhinitis
NCT01415518,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT01430260,Rhinitis,C08.460.799,Rhinitis
NCT01431287,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT01472757,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT01500278,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT01525290,Stroke,C14.907.253.855,Stroke
NCT01618162,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01632163,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01661634,Heart Failure,C14.280.434,Heart Failure
NCT01668667,Restless Legs Syndrome,C10.803,Restless Legs Syndrome
NCT01674647,Atrial Fibrillation,C14.280.067,"Arrhythmias, Cardiac"
NCT01696110,Myocardial Infarction,C14.280.647X,"Myocardial Ischemia, acute"
NCT01709864,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT01709903,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT01749904,Ocular Hypertension,C11.525,Ocular Hypertension
NCT01767519,Urinary Incontinence,C23.888.942.343.800,Urinary Incontinence
NCT01769378,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01778049,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01817764,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT01849289,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01946620,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT01964352,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT01999218,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT02014467,Osteoporosis,C05.116.198.579,Osteoporosis
NCT02064439,Venous Thromboembolism,C14.907.355,Embolism and Thrombosis
NCT02064439,Venous Thrombosis,C14.907.355,Embolism and Thrombosis
NCT02064439,Pulmonary Embolism,C14.907.355,Embolism and Thrombosis
NCT02094963,Angina Pectoris,C14.280.647Y,"Myocardial Ischemia, chronic"
NCT02094963,Acute Coronary Syndrome,C14.280.647X,"Myocardial Ischemia, acute"
NCT02100228,Atrial Fibrillation,C14.280.067,"Arrhythmias, Cardiac"
NCT02105974,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT02145468,Acute Coronary Syndrome,C14.280.647X,"Myocardial Ischemia, acute"
NCT02152371,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT02175771,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT02200653,Hypertension,C14.907.489,Hypertension
NCT02205606,Hypercholesterolemia,C18.452.584.500.500,Hyperlipidemias
NCT02294227,"Arthritis, Psoriatic",C05.550.114,Arthritis
NCT02463071,Hyperlipidemias,C18.452.584.500.500,Hyperlipidemias
NCT02498509,Rhinitis,C08.460.799,Rhinitis
NCT02504268,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT02580591,"Diabetes Mellitus, Type 1",C18.452.394.750.124,"Diabetes Mellitus, Type 1"
NCT02631551,Rhinitis,C08.460.799,Rhinitis
NCT00000558,Myocardial Infarction,C14.280.647X,"Myocardial Ischemia, acute"
NCT00035984,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00048932,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT00051558,Osteoporosis,C05.116.198.579,Osteoporosis
NCT00071721,Alzheimer Disease,C10.228.140.380,Dementia
NCT00092014,Osteoporosis,C05.116.198.579,Osteoporosis
NCT00092209,Hypertension,C14.907.489,Hypertension
NCT00092716,Hypercholesterolemia,C18.452.584.500.500,Hyperlipidemias
NCT00099918,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00102882,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT00115492,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT00134160,Hypertension,C14.907.489,Hypertension
NCT00135993,Restless Legs Syndrome,C10.803,Restless Legs Syndrome
NCT00138619,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00168779,Hypertension,C14.907.489,Hypertension
NCT00170989,Hypertension,C14.907.489,Hypertension
NCT00171275,Myocardial Infarction,C14.280.647X,"Myocardial Ischemia, acute"
NCT00174993,Diabetes Mellitus,C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00191282,Myocardial Infarction,C14.280.647X,"Myocardial Ischemia, acute"
NCT00191282,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00202566,Angina Pectoris,C14.280.647Y,"Myocardial Ischemia, chronic"
NCT00222573,Myocardial Infarction,C14.280.647X,"Myocardial Ischemia, acute"
NCT00236665,Hypertension,C14.907.489,Hypertension
NCT00242294,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT00242944,Hypercholesterolemia,C18.452.584.500.500,Hyperlipidemias
NCT00249873,Atrial Fibrillation,C14.280.067,"Arrhythmias, Cardiac"
NCT00260923,Hypertension,C14.907.489,Hypertension
NCT00263393,Diabetes Mellitus,C18.452.394.750,Diabetes Mellitus
NCT00263393,Angina Pectoris,C14.280.647Y,"Myocardial Ischemia, chronic"
NCT00263393,Myocardial Infarction,C14.280.647X,"Myocardial Ischemia, acute"
NCT00265096,"Arthritis, Psoriatic",C05.550.114,Arthritis
NCT00267176,Hypertension,C14.907.489,Hypertension
NCT00267176,Osteoarthritis,C05.550.114,Arthritis
NCT00268216,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT00271557,Heart Failure,C14.280.434,Heart Failure
NCT00274573,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT00274638,Hypertension,C14.907.489,Hypertension
NCT00296387,Acute Coronary Syndrome,C14.280.647X,"Myocardial Ischemia, acute"
NCT00296491,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT00297063,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00306696,Diabetes Mellitus,C18.452.394.750,Diabetes Mellitus
NCT00311740,Hypertension,C14.907.489,Hypertension
NCT00319995,Rhinitis,C08.460.799,Rhinitis
NCT00325442,"Hypertension, Pulmonary",C08.381.423,"Hypertension, Pulmonary"
NCT00330460,Osteoporosis,C05.116.198.579,Osteoporosis
NCT00335166,Parkinson Disease,C10.574.812,Parkinson Disease
NCT00343551,Hypertension,C14.907.489,Hypertension
NCT00347100,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00361959,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT00368134,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00373451,Myocardial Infarction,C14.280.647X,"Myocardial Ischemia, acute"
NCT00377819,Osteoporosis,C05.116.198.579,Osteoporosis
NCT00382096,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00383721,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT00404820,Osteoporosis,C05.116.198.579,Osteoporosis
NCT00423319,Pulmonary Embolism,C14.907.355,Embolism and Thrombosis
NCT00423319,Venous Thrombosis,C14.907.355,Embolism and Thrombosis
NCT00439647,Osteoporosis,C05.116.198.579,Osteoporosis
NCT00439777,Pulmonary Embolism,C14.907.355,Embolism and Thrombosis
NCT00441350,Hypertension,C14.907.489,Hypertension
NCT00449930,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00542633,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00567996,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT00589927,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00600626,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00616772,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00621140,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00626197,Lupus Nephritis,C20.111.590,"Lupus Erythematosus, Systemic"
NCT00642187,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT00652002,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT00657943,Atherosclerosis,C14.907.137.126.307,Atherosclerosis
NCT00660517,Rhinitis,C08.460.799,Rhinitis
NCT00679731,Psoriasis,C17.800.859.675,Psoriasis
NCT00715624,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00722371,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00725036,"Diabetes Mellitus, Type 1",C18.452.394.750.124,"Diabetes Mellitus, Type 1"
NCT00765674,Hypertension,C14.907.489,Hypertension
NCT00813995,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00849095,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT00866658,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00882440,Hypertension,C14.907.489,Hypertension
NCT00900731,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT00922480,Hypertension,C14.907.489,Hypertension
NCT00929110,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT00963469,Rhinitis,C08.460.799,Rhinitis
NCT00965549,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00978627,"Diabetes Mellitus, Type 1",C18.452.394.750.124,"Diabetes Mellitus, Type 1"
NCT00985621,Osteoarthritis,C05.550.114,Arthritis
NCT01009463,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT01017952,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT01033071,Hypertension,C14.907.489,Hypertension
NCT01042392,Hypertension,C14.907.489,Hypertension
NCT01042977,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01061671,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT01079130,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT01098539,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01167153,Hypertension,C14.907.489,Hypertension
NCT01233622,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01237223,Hypertension,C14.907.489,Hypertension
NCT01243424,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01287039,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT01294592,Prostatic Hyperplasia,C12.294.565.500,Prostatic Hyperplasia
NCT01316900,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT01345253,"Lupus Erythematosus, Systemic",C20.111.590,"Lupus Erythematosus, Systemic"
NCT01357642,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT01377012,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT01431274,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT01436110,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT01498653,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT01502774,Myocardial Infarction,C14.280.647X,"Myocardial Ischemia, acute"
NCT01508936,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT01510769,Gout,C05.550.114,Arthritis
NCT01519674,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01519791,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT01524289,Hypercholesterolemia,C18.452.584.500.500,Hyperlipidemias
NCT01525615,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT01555164,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01648582,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01695239,Psoriasis,C17.800.859.675,Psoriasis
NCT01703221,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01709110,Osteoporosis,C05.116.198.579,Osteoporosis
NCT01710358,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT01720446,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01752634,Psoriasis,C17.800.859.675,Psoriasis
NCT01813435,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT01876368,Hypertension,C14.907.489,Hypertension
NCT01959529,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01991795,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01994226,Gout,C05.550.114,Arthritis
NCT02019472,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT02119286,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT02155660,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT02243176,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT02294279,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT02301975,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT02346240,Psoriasis,C17.800.859.675,Psoriasis
NCT02384941,"Diabetes Mellitus, Type 1",C18.452.394.750.124,"Diabetes Mellitus, Type 1"
NCT02414854,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT02467920,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT02501161,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT02630706,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT02675426,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT02849080,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00000614,Venous Thromboembolism,C14.907.355,Embolism and Thrombosis
NCT00041938,Myocardial Infarction,C14.280.647X,"Myocardial Ischemia, acute"
NCT00041938,Stroke,C14.907.253.855,Stroke
NCT00086515,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00092586,Hypercholesterolemia,C18.452.584.500.500,Hyperlipidemias
NCT00093158,Myocardial Infarction,C14.280.647X,"Myocardial Ischemia, acute"
NCT00093158,Acute Coronary Syndrome,C14.280.647X,"Myocardial Ischemia, acute"
NCT00102440,Gout,C05.550.114,Arthritis
NCT00106535,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT00117780,"Diabetes Mellitus, Type 1",C18.452.394.750.124,"Diabetes Mellitus, Type 1"
NCT00126516,Hypertension,C14.907.489,Hypertension
NCT00126516,Brain Infarction,C14.907.253.855,Stroke
NCT00133198,Restless Legs Syndrome,C10.803,Restless Legs Syndrome
NCT00133250,Myocardial Infarction,C14.280.647X,"Myocardial Ischemia, acute"
NCT00138541,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00141102,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT00141102,Osteoarthritis,C05.550.114,Arthritis
NCT00184561,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00207766,Crohn Disease,C06.405.469.432,Inflammatory Bowel Diseases
NCT00220220,Hypertension,C14.907.489,Hypertension
NCT00221104,Stroke,C14.907.253.855,Stroke
NCT00231556,Seizures,C10.228.140.490,Epilepsy
NCT00237237,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00264537,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT00265083,"Spondylitis, Ankylosing",C05.550.114,Arthritis
NCT00269893,Angina Pectoris,C14.280.647Y,"Myocardial Ischemia, chronic"
NCT00286468,Diabetes Mellitus,C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00287716,Idiopathic Interstitial Pneumonias,C08.381.483.487,Idiopathic Interstitial Pneumonias
NCT00311363,Restless Legs Syndrome,C10.803,Restless Legs Syndrome
NCT00329355,Migraine Disorders,C10.228.140.546.399.750,Migraine Disorders
NCT00359905,Prostatic Hyperplasia,C12.294.565.500,Prostatic Hyperplasia
NCT00379288,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT00389740,Osteoporosis,C05.116.198.579,Osteoporosis
NCT00397657,Atherosclerosis,C14.907.137.126.307,Atherosclerosis
NCT00399464,Prostatic Hyperplasia,C12.294.565.500,Prostatic Hyperplasia
NCT00413049,Hypertension,C14.907.489,Hypertension
NCT00447915,Osteoporosis,C05.116.198.579,Osteoporosis
NCT00451360,Hypercholesterolemia,C18.452.584.500.500,Hyperlipidemias
NCT00453063,Rhinitis,C08.460.799,Rhinitis
NCT00504127,Osteoarthritis,C05.550.114,Arthritis
NCT00525824,Atherosclerosis,C14.907.137.126.307,Atherosclerosis
NCT00525824,Hypercholesterolemia,C18.452.584.500.500,Hyperlipidemias
NCT00526474,Peripheral Arterial Disease,C14.907.617,Peripheral Vascular Diseases
NCT00526474,Myocardial Infarction,C14.280.647X,"Myocardial Ischemia, acute"
NCT00526474,Atherosclerosis,C14.907.137.126.307,Atherosclerosis
NCT00527943,Myocardial Infarction,C14.280.647X,"Myocardial Ischemia, acute"
NCT00527943,Atherosclerosis,C14.907.137.126.307,Atherosclerosis
NCT00541450,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00552097,Hypercholesterolemia,C18.452.584.500.500,Hyperlipidemias
NCT00552097,Atherosclerosis,C14.907.137.126.307,Atherosclerosis
NCT00626535,Gastroesophageal Reflux,C06.405.117,Esophageal Diseases
NCT00654537,Hypercholesterolemia,C18.452.584.500.500,Hyperlipidemias
NCT00663260,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00679380,"Colitis, Ulcerative",C06.405.469.432,Inflammatory Bowel Diseases
NCT00679588,Venous Thromboembolism,C14.907.355,Embolism and Thrombosis
NCT00700817,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00707031,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00718224,Venous Thromboembolism,C14.907.355,Embolism and Thrombosis
NCT00751751,Hypertension,C14.907.489,Hypertension
NCT00776984,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT00782509,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT00783718,"Colitis, Ulcerative",C06.405.469.432,Inflammatory Bowel Diseases
NCT00790023,Rhinitis,C08.460.799,Rhinitis
NCT00791999,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT00792805,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT00812955,Hypercholesterolemia,C18.452.584.500.500,Hyperlipidemias
NCT00855582,Prostatic Hyperplasia,C12.294.565.500,Prostatic Hyperplasia
NCT00864812,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT00888355,Hypertension,C14.907.489,Hypertension
NCT00909480,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00930670,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT00942994,Hypertension,C14.907.489,Hypertension
NCT00958269,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT00974571,Rhinitis,C08.460.799,Rhinitis
NCT00982228,"Diabetes Mellitus, Type 1",C18.452.394.750.124,"Diabetes Mellitus, Type 1"
NCT00982644,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01001208,Psoriasis,C17.800.859.675,Psoriasis
NCT01018511,Prostatic Hyperplasia,C12.294.565.500,Prostatic Hyperplasia
NCT01032629,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01059136,Myocardial Infarction,C14.280.647X,"Myocardial Ischemia, acute"
NCT01068665,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01126580,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01151137,Atrial Fibrillation,C14.280.067,"Arrhythmias, Cardiac"
NCT01167881,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01178073,"Hypertension, Pulmonary",C08.381.423,"Hypertension, Pulmonary"
NCT01241591,Psoriasis,C17.800.859.675,Psoriasis
NCT01242527,Hyperlipidemias,C18.452.584.500.500,Hyperlipidemias
NCT01318135,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01335477,Idiopathic Interstitial Pneumonias,C08.381.483.487,Idiopathic Interstitial Pneumonias
NCT01343004,Osteoporosis,C05.116.198.579,Osteoporosis
NCT01408303,Hyperlipidemias,C18.452.584.500.500,Hyperlipidemias
NCT01427751,Retinal Vein Occlusion,C14.907.355,Embolism and Thrombosis
NCT01442038,Angina Pectoris,C14.280.647Y,"Myocardial Ischemia, chronic"
NCT01442038,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT01458574,"Colitis, Ulcerative",C06.405.469.432,Inflammatory Bowel Diseases
NCT01484496,"Lupus Erythematosus, Systemic",C20.111.590,"Lupus Erythematosus, Systemic"
NCT01499368,Esophagitis,C06.405.117,Esophageal Diseases
NCT01545388,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01577082,Asthma,C08.381.495,"Lung Diseases, Obstructive"
NCT01599104,Hypertension,C14.907.489,Hypertension
NCT01606761,"Arthritis, Rheumatoid",C05.550.114,Arthritis
NCT01664247,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01709513,Hypercholesterolemia,C18.452.584.500.500,Hyperlipidemias
NCT01877668,Psoriasis,C17.800.859.675,Psoriasis
NCT01907854,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT01969708,Retinal Vein Occlusion,C14.907.355,Embolism and Thrombosis
NCT02177396,Hypertension,C14.907.489,Hypertension
NCT02183688,Migraine Disorders,C10.228.140.546.399.750,Migraine Disorders
NCT02349295,Psoriasis,C17.800.859.675,Psoriasis
NCT02376790,Psoriasis,C17.800.859.675,Psoriasis
NCT02494284,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT02531035,"Diabetes Mellitus, Type 1",C18.452.394.750.124,"Diabetes Mellitus, Type 1"
NCT02607865,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT02796677,"Pulmonary Disease, Chronic Obstructive",C08.381.495,"Lung Diseases, Obstructive"
