nct_id,phase,number_of_arms,brief_title,official_title,enrollment,a,b,comparator,combination
NCT00463567,Phase 2/Phase 3,7,"26 Week Efficacy, Safety and Tolerability Study of Indacaterol in Patients With Chronic Obstructive Pulmonary Disease (COPD)","A 26-week Treatment, Multicenter, Randomized, Double Blind, Double Dummy, Placebo-controlled, Adaptive, Seamless, Parallel-group Study to Assess the Efficacy, Safety and Tolerability of Two Doses of Indacaterol (Selected From 75, 150, 300 & 600 µg o.d.) in Patients With Chronic Obstructive Pulmonary Disease Using Blinded Formoterol (12 µg b.i.d.) and Open Label Tiotropium (18 µg o.d.) as Active Controls",2059,placebo,tiotropium,plac_stnd,FALSE
NCT00463866,Phase 4,2,Local Phase 4 Pan-European SMART Study,NA,8424,budesonide,formoterol,undefined,NA
NCT00487539,Phase 2/Phase 3,4,An Efficacy and Safety Study of Golimumab (CNTO 148) in Participants With Moderately to Severely Active Ulcerative Colitis,"A Phase 2/3 Multicenter, Randomized, Placebo-controlled, Double-blind Study to Evaluate the Safety and Efficacy of Golimumab Induction Therapy, Administered Subcutaneously, in Subjects With Moderately to Severely Active Ulcerative Colitis",1065,placebo,golimumab,plac_stnd,FALSE
NCT00439647,Phase 3,2,Efficacy in Reducing Fractures and Safety of Zoledronic Acid in Men With Osteoporosis,"A Two Year Multicenter, Randomized, Double-blind, Placebo-controlled, Parallel Group Study to Evaluate the Fracture Efficacy and Safety of Intravenous Zoledronic Acid 5 mg Annually for the Treatment of Osteoporosis in Men",1199,placebo,zoledronic acid,plac_stnd,FALSE
NCT00074542,Phase 3,NA,An Efficacy and Safety Study of Omega-3 Free Fatty Acids (Epanova™) for the Maintenance of Symptomatic Remission in Subjects With Crohn's Disease,"A Phase III Randomized, Placebo-Controlled, Double-Blind, Parallel Group, Multi-Centre Study to Assess the Efficacy and Safety of Omega-3 Free Fatty Acids (Epanova™) for the Maintenance of Symptomatic Remission in Subjects With Crohn's Disease",364,NA,omega-3-triglycerides incl. other esters and acids,poss_plac_stnd,NA
NCT00393991,Phase 3,4,"Comparison of New Combination Inhaler (FlutiForm HFA MDI 100/10 µg) Versus Fluticasone and Formoterol Administered Alone, and Placebo, in Patients With Asthma","A Randomized, Double-blind, Placebo-controlled, Parallel, Stratified, Multi-center, 12-Week Study Comparing the Safety & Efficacy of Fluticasone and Formoterol Combination (FlutiForm(tm)100/10 µg Twice Daily) in a Single Inhaler (SkyePharma HFA pMDI)With the Administration of Placebo or Fluticasone (100 µg Twice Daily) and Formoterol (10 µg Twice Daily) Alone in Adolescent and Adult Patients With Mild to Moderate Asthma",475,NA,fluticasone,plac_stnd,FALSE
NCT00385138,Phase 3,2,Cangrelor Versus Standard Therapy to Achieve Optimal Management of Platelet Inhibition.,"A Clinical Trial Comparing Treatment With Cangrelor (in Combination With Usual Care) to Usual Care, in Subjects Who Require Percutaneous Coronary Intervention (PCI).",5364,NA,cangrelor,plac_stnd,FALSE
NCT02347774,Phase 3,3,Efficacy and Safety Trial of 12 Weeks of Treatment With Nebulized SUN-101 in Patients With COPD (GOLDEN-4),"A Randomized, Double-Blind, Placebo-Controlled, Parallel-Group, Multicenter, Efficacy and Safety Trial of 12 Weeks of Treatment With Nebulized SUN-101 in Patients With COPD: GOLDEN-4 (Glycopyrrolate for Obstructive Lung Disease Via Electronic Nebulizer",641,placebo,glycopyrronium bromide,plac_stnd,FALSE
NCT00328692,Phase 3,2,PROTECT-1: A Study of the Selective A1 Adenosine Receptor Antagonist KW-3902 for Patients Hospitalized With Acute HF and Volume Overload to Assess Treatment Effect on Congestion and Renal Function,"A Multicenter, Randomized, Double-blind, Placebo-controlled Study of the Effects of KW-3902 Injectable Emulsion on Heart Failure Signs and Symptoms and Renal Function in Subjects With Acute Heart Failure Syndrome and Renal Impairment Who Are Hospitalized for Volume Overload and Require Intravenous Diuretic Therapy",932,placebo,rolofylline,plac_stnd,FALSE
NCT02531035,Phase 3,2,A Phase 3 Study to Evaluate the Safety of Sotagliflozin in Patients With Type 1 Diabetes Who Have Inadequate Glycemic Control With Insulin Therapy Alone,"A Phase 3, Randomized, Double-blind, Placebo-controlled, Parallel-group, Multicenter Study to Evaluate the Net Clinical Benefit of Sotagliflozin as Adjunct to Insulin Therapy in Type 1 Diabetes",1405,placebo,sotagliflozin,plac_stnd,FALSE
NCT02460978,Phase 3,3,Dapagliflozin Evaluation in Patients With Inadequately Controlled Type 1 Diabetes,"A Multicenter, Randomized, Double-Blind, Placebo-controlled, Parallel Group, Phase 3 Study to Evaluate the Efficacy and Safety of Dapagliflozin as an Add-on to Insulin Therapy in Subjects With Type 1 Diabetes Mellitus - Study Two",815,placebo,dapagliflozin,plac_stnd,FALSE
NCT02268214,Phase 3,3,Dapagliflozin Evaluation in Patients With Inadequately Controlled Type 1 Diabetes,"A Multicenter, Randomized, Double-Blind, Placebo-controlled, Parallel Group, Phase 3 Study to Evaluate the Efficacy and Safety of Dapagliflozin as an Add-on to Insulin Therapy in Subjects With Type 1 Diabetes Mellitus",833,placebo,dapagliflozin,plac_stnd,FALSE
NCT01590797,Phase 3,2,A Study in China Evaluating the Safety and Efficacy of Adding Sitagliptin to Stable Therapy With Insulin With or Without Metformin in Participants With Type 2 Diabetes Mellitus (T2DM) (MK-0431-254),"A Phase III, Multicenter, Randomized, Double-Blind, Placebo-Controlled Clinical Trial in China to Study the Safety and Efficacy of the Addition of Sitagliptin in Patients With Type 2 Diabetes Mellitus Who Have Inadequate Glycemic Control on Insulin Therapy, Alone or in Combination With Metformin",467,placebo,sitagliptin,plac_stnd,FALSE
NCT00501020,Phase 4,NA,Comparison of the Efficacy and Tolerability of the Addition of AVANDIA to Submaximal Doses of Metformin,"A 24-Week Randomized, Double-blind, Double-Dummy, Multicenter Study to Compare the Efficacy of AVANDIA When Added to Submaximal Doses of Metformin and to Compare the Tolerability of the Combination to Metformin Monotherapy When Administered to Subjects With Type 2 Diabetes Mellitus",750,NA,rosiglitazone,poss_plac_stnd,NA
NCT00286468,Phase 3,3,Study of Alogliptin Combined With Sulfonylurea in Subjects With Type 2 Diabetes Mellitus.,"A Multicenter, Randomized, Double-Blind, Placebo-Controlled Study to Determine the Efficacy and Safety of SYR110322 (SYR-322) When Used in Combination With a Sulfonylurea in Subjects With Type 2 Diabetes",500,NA,alogliptin,plac_stnd,FALSE
NCT00313001,Phase 3,NA,Effects of Biphasic Insulin Aspart 70/30 vs. Exenatide in Type 2 Diabetes Patients Not Reaching Blood Glucose Targets on Metformin and a Sulfonylurea.,"Effects of NovoLog® Mix 70/30 (Biphasic Insulin Aspart 70/30) BID and QD vs. Byetta™ Exenatide) BID on Glycemic Control: A Multicenter, 24-Week, Open-Label, Parallel Group Study in Patients With Type 2 Diabetes Mellitus Not Achieving Glycemic Targets With Metformin and a Sulfonylurea",373,exenatide,insulin aspart,undefined,NA
NCT00286494,Phase 3,3,Study of Alogliptin Combined With Pioglitazone in Subjects With Type 2 Diabetes Mellitus,"A Multicenter, Randomized, Double-Blind, Placebo-Controlled Study to Determine the Efficacy and Safety of SYR110322 (SYR-322) When Used in Combination With Pioglitazone in Subjects With Type 2 Diabetes Mellitus",493,NA,alogliptin,plac_stnd,FALSE
NCT00722371,Phase 3,7,MK0431 and Pioglitazone Co-Administration Factorial Study in Patients With Type 2 Diabetes Mellitus (0431-102 AM2),"A Multicenter, Randomized, Double-Blind Study of the Co-Administration of Sitagliptin and Pioglitazone in Patients With Type 2 Diabetes Mellitus Who Have Inadequate Glycemic Control",1615,placebo,pioglitazone,plac_stnd,FALSE
NCT01606007,Phase 3,3,Safety and Efficacy of Combination Saxagliptin & Dapagliflozin Added to Metformin to Treat Subjects With Type 2 Diabetes,"A Multicenter, Randomized, Double-Blind, Active Controlled, Parallel Group, Phase 3 Trial to Evaluate the Safety and Efficacy of Add-On Therapy With Saxagliptin and Dapagliflozin Added to Metformin Compared to Add-On Therapy With Saxagliptin in Combination With Metformin or Dapagliflozin in Combination With Metformin in Subjects With Type 2 Diabetes Who Have Inadequate Glycemic Control on Metformin Alone.",1282,placebo,dapagliflozin,plac_stnd,FALSE
NCT01392677,Phase 3,2,Evaluation of Safety and Efficacy of Dapagliflozin in Subjects With Type 2 Diabetes Who Have Inadequate Glycaemic Control on Background Combination of Metformin and Sulfonylurea,"A 24-week, Multicentre, Randomised, Double-Blind, Placebo-Controlled, International Phase III Study With a 28-week Extension Period to Evaluate the Safety and Efficacy of Dapagliflozin 10mg Once Daily in Patients With Type 2 Diabetes Who Have Inadequate Glycaemic Control on a Background Combination of Metformin and Sulfonylurea",311,placebo,dapagliflozin,plac_stnd,FALSE
NCT01106677,Phase 3,4,The CANTATA-D Trial (CANagliflozin Treatment and Trial Analysis - DPP-4 Inhibitor Comparator Trial),"A Randomized, Double-Blind, Placebo and Active-Controlled, 4-Arm, Parallel Group, Multicenter Study to Evaluate the Efficacy, Safety, and Tolerability of Canagliflozin in the Treatment of Subjects With Type 2 Diabetes Mellitus With Inadequate Glycemic Control on Metformin Monotherapy",1284,placebo,canagliflozin,plac_stnd,TRUE
NCT00279201,Phase 4,6,The DURABLE Trial: Evaluating the Durability of Starter Insulin Regimens in Patients With Type 2 Diabetes (IOOV),The Durability of Twice-Daily Insulin Lispro Low Mixture Compared to Once-Daily Insulin Glargine When Added to Existing Oral Therapy in Patients With Type 2 Diabetes and Inadequate Glycemic Control,2091,NA,insulin lispro,plac_stnd,FALSE
NCT01617434,Phase 3,2,The Effect of Liraglutide Versus Placebo When Added to Basal Insulin Analogues With or Without Metformin in Subjects With Type 2 Diabetes,The Effect of Liraglutide Versus Placebo When Added to Basal Insulin Analogues With or Without Metformin in Subjects With Type 2 Diabetes,451,placebo,liraglutide,plac_stnd,FALSE
NCT02036515,Phase 3,3,Safety and Efficacy of Ertugliflozin in the Treatment of Participants With Type 2 Diabetes Mellitus Who Have Inadequate Glycemic Control on Metformin and Sitagliptin (MK-8835-006; VERTIS SITA2),"A Phase III, Multicenter, Randomized, Double-Blind, Placebo-Controlled, Parallel-Group Clinical Trial to Evaluate the Safety and Efficacy of Ertugliflozin (MK-8835/PF-04971729) in the Treatment of Subjects With Type 2 Diabetes Mellitus Who Have Inadequate Glycemic Control on Metformin and Sitagliptin",464,NA,ertugliflozin,plac_stnd,FALSE
NCT02414958,Phase 3,3,Empagliflozin as Adjunctive to InSulin thErapy Over 52 Weeks in Patients With Type 1 Diabetes Mellitus (EASE-2),"A Phase III, Randomised, Double Blind, Placebo-controlled, Parallel Group, Efficacy, Safety and Tolerability Trial of Once Daily, Oral Doses of Empagliflozin as Adjunctive to inSulin thErapy Over 52 Weeks in Patients With Type 1 Diabetes Mellitus (EASE-2)",730,placebo,empagliflozin,plac_stnd,FALSE
NCT01850615,Phase 3,2,"Efficacy and Safety of FIAsp in a Basal-bolus Regimen Versus Basal Insulin Therapy, Both in Combination With Metformin in Adult Subjects With Type 2 Diabetes","Efficacy and Safety of FIAsp in a Basal-bolus Regimen Versus Basal Insulin Therapy, Both in Combination With Metformin in Adult Subjects With Type 2 Diabetes",323,NA,insulin aspart,plac_stnd,FALSE
NCT02791490,Phase 3,2,A Study of the Safety and Efficacy of Sitagliptin Addition During Metformin Up-titration (MK-0431-848),"A Phase III, Multicenter, Randomized, Double-Blind, Placebo-Controlled Clinical Trial to Study the Safety and Efficacy of the Addition of Sitagliptin During Metformin Up-titration Compared With Metformin Up-titration Alone in Subjects With Type 2 Diabetes Mellitus",458,placebo,sitagliptin,plac_stnd,FALSE
NCT00885352,Phase 3,2,Sitagliptin (MK-0431) vs. Placebo in Patients With Inadequate Glycemic Control on Metformin With Pioglitazone (MK-0431-128),"A Phase III Randomized, Placebo-Controlled Clinical Trial to Study the Safety and Efficacy of the Addition of Sitagliptin (MK-0431) in Patients With Type 2 Diabetes Mellitus Who Have Inadequate Glycemic Control on Combination Therapy With Metformin and Pioglitazone",313,placebo,sitagliptin,plac_stnd,FALSE
NCT01472185,Phase 3,2,Ranolazine Monotherapy in Subjects With Type 2 Diabetes Mellitus,"A Phase 3, Randomized, Double-Blind, Placebo-Controlled, Parallel-Group Study to Evaluate the Efficacy and Safety of Ranolazine Monotherapy in Subjects With Type 2 Diabetes Mellitus",465,NA,ranolazine,plac_stnd,FALSE
NCT00147758,Phase 3,NA,WelChol® and Sulfonylurea in Treating Patients With Type 2 Diabetes,"A Multi-Center, Randomized, Double-Blind, Placebo-Controlled, Parallel-Group Study of the Efficacy and Safety of WelChol® in Type 2 Diabetics With Inadequate Glycemic Control on Sulfonylurea Monotherapy or Sulfonylurea Therapy in Combination With Other Oral Anti-Diabetic Agents",400,NA,colesevelam,poss_plac_stnd,NA
NCT00395512,Phase 3,4,Efficacy of Alogliptin With Pioglitazone (Actos®) in Subjects With Type 2 Diabetes Mellitus,"A Multicenter, Double-Blind Study to Determine the Efficacy and Safety of SYR-322 Plus Pioglitazone HCl (Actos®), SYR-322 Alone or Pioglitazone HCl Alone in Subjects With Type 2 Diabetes",655,placebo,alogliptin,plac_stnd,FALSE
NCT01233622,Phase 3,2,Safety and Efficacy of Galvus as add-on Therapy to Metformin Plus Glimepiride,"A Multi-center, Randomized, Double-blind Placebo Controlled Study to Evaluate the Efficacy and Safety of 24 Weeks Treatment With Vildagliptin 50 mg Bid as add-on Therapy to Metformin Plus Glimepiride in Patients With Type 2 Diabetes",317,placebo,vildagliptin,plac_stnd,FALSE
NCT01023581,Phase 3,7,Efficacy and Safety of Alogliptin Plus Metformin in Patients With Type 2 Diabetes,"A Multicenter, Randomized, Double-Blind, Placebo-Controlled Study to Determine the Efficacy and Safety of Alogliptin Plus Metformin, Alogliptin Alone, or Metformin Alone in Subjects With Type 2 Diabetes",784,NA,alogliptin,plac_stnd,FALSE
NCT01177813,Phase 3,5,Efficacy and Safety of Empagliflozin (BI 10773) Versus Placebo and Sitagliptin Over 24 Weeks in Patients With Type 2 Diabetes,"A Phase III Randomised, Double-blind, Placebo-controlled Parallel Group Efficacy and Safety Study of BI 10773 and Sitagliptin Administered Orally Over 24 Weeks, in Drug naïve Patients With Type 2 Diabetes Mellitus and Insufficient Glycaemic Control Despite Diet and Exercise",986,NA,empagliflozin,plac_stnd,FALSE
NCT01175811,Phase 4,2,A Study Comparing Insulin Intensification Therapies in Patients With Type 2 Diabetes Mellitus,A Comparison of Premixed and Basal-Bolus Insulin Intensification Therapies in Patients With Type 2 Diabetes Mellitus With Inadequate Glycaemic Control on Twice-daily Premixed Insulin,402,NA,insulin glargine,plac_stnd,FALSE
NCT01809327,Phase 3,5,"A Study to Evaluate the Effectiveness, Safety, and Tolerability of Canagliflozin in Combination With Metformin in the Treatment of Patients With Type 2 Diabetes Mellitus With Inadequate Glycemic Control With Diet and Exercise","A Randomized, Double-Blind, 5-Arm, Parallel-Group, 26-Week, Multicenter Study to Evaluate the Efficacy, Safety, and Tolerability of Canagliflozin in Combination With Metformin as Initial Combination Therapy in the Treatment of Subjects With Type 2 Diabetes Mellitus With Inadequate Glycemic Control With Diet and Exercise",1186,NA,canagliflozin,plac_stnd,FALSE
NCT00147719,Phase 3,NA,WelChol® With Metformin in Treating Patients With Type 2 Diabetes,"A Multi-Center, Randomized, Double-Blind, Placebo-Controlled, Parallel-Group Study of the Efficacy and Safety of WelChol® in Type 2 Diabetics With Inadequate Glycemic Control on Metformin Monotherapy or Metformin Therapy in Combination With Other Oral Anti-Diabetic Agents",300,NA,colesevelam,poss_plac_stnd,NA
NCT02738879,Phase 3,2,Randomized Sitagliptin Withdrawal Study (MK-0431-845),"A Phase III, Multicenter, Randomized, Double-Blind, Placebo-Controlled Clinical Trial to Study the Efficacy and Safety of the Continuation of Sitagliptin Compared With the Withdrawal of Sitagliptin During Initiation and Titration of Insulin Glargine (LANTUS®) in Subjects With Type 2 Diabetes Mellitus",746,placebo,sitagliptin,plac_stnd,FALSE
NCT02421510,Phase 3,3,"Efficacy, Safety, and Tolerability Study of Sotagliflozin as Adjunct Therapy in Adult Patients With Type 1 Diabetes Mellitus Who Have Inadequate Glycemic Control With Insulin Therapy","A Phase 3, Randomized, Double-blind, Placebo-controlled, Parallel-group, Multicenter Study to Evaluate the Efficacy, Safety, and Tolerability of LX4211 as Adjunct Therapy in Adult Patients With Type 1 Diabetes Mellitus Who Have Inadequate Glycemic Control With Insulin Therapy",782,placebo,sotagliflozin,plac_stnd,FALSE
NCT01175824,Phase 4,2,Comparison of the Efficacy and Safety of Two Insulin Intensification Strategies,Comparison of Twice-Daily Insulin Lispro Low Mixture Versus Once-Daily Basal Insulin Glargine and Once-Daily Prandial Insulin Lispro as Insulin Intensification Strategies in Patients With Type 2 Diabetes Who Have Inadequate Glycemic Control on Basal Insulin Glargine and Metformin and/or Pioglitazone,478,NA,insulin glargine,plac_stnd,FALSE
NCT00092560,Phase 3,NA,Two Investigational Drugs in Patients With Mixed Hyperlipidemia (0653-036),Evaluation of the Efficacy and Safety of Fenofibrate and Ezetimibe Coadministration in Patients With Mixed Hyperlipidemia,587,ezetimibe|ezetimibe,fenofibric acid,undefined,NA
NCT00047424,Phase 3,NA,Stop Atherosclerosis in Native Diabetics Study (SANDS),Stop Atherosclerosis in Native Diabetics Study (SANDS),NA,ace inhibitors,simvastatin,undefined,NA
NCT00327418,Phase 4,NA,CARDS Is Designed To Show If Lowering Cholesterol With Atorvastatin In Type 2 Diabetics Without CV Disease Reduces The Risk Of CV Events,A Double Blind Placebo Controlled Study of Atorvastatin as Prevention of CHD in High Risk Patients With Non-Insulin Dependent Diabetes Mellitus (Collaborative Atorvastatin Study - CARDS),2800,NA,atorvastatin,poss_plac_stnd,NA
NCT00092157,Phase 3,NA,Effectiveness of Two Approved Drugs in Lowering High Cholesterol (0733-224),"A Multicenter, Randomized, Double-Blind, Parallel Group Study to Evaluate the Tolerability and Efficacy of the Co-Administration of Simvastatin 20 mg/Day and Fenofibrate 160 mg/Day Compared to Simvastatin 20 mg/Day Alone for 12 Weeks of Treatment in Patients With Combined Hyperlipidemia-Simvastatin and Fenofibrate Efficacy Trial (SAFARI)",571,simvastatin|simvastatin,simvastatin,undefined,NA
NCT00462748,Phase 3,3,A Study to Determine the Number of Patients Who Reach Optimal Cholesterol Levels on Each of Three Different Treatments (0653A-121),"A MC, DB, Rand, Study to Evaluate Efficacy, Safety and Tolerability of Eze/Simva 10/40 mg, Atorva 40 mg, Rosuva 10 mg in Achieving LDL-C <2 mmol/l in Pts With CVD...on Simva 40 mg With LDL-C ³2 mmol/l",786,NA,simvastatin,plac_stnd,FALSE
NCT02739984,Phase 3,2,A Study in Subjects With Type 2 Diabetes Mellitus With Hypercholesterolemia/Mixed Dyslipidemia,"A Double-blind, Randomized, Placebo-controlled, Multicenter Study to Evaluate Safety, Tolerability, and Efficacy of Evolocumab (AMG 145) on LDL-C in Subjects With Type 2 Diabetes Mellitus and Hypercholesterolemia/Mixed Dyslipidemia",424,placebo,evolocumab,plac_stnd,FALSE
NCT00092599,Phase 3,NA,Investigational Drug Study in Patients With Elevated Cholesterol and Coronary Heart Disease (0653-801),"A Randomized, Double-Blind, Placebo-Controlled, Multicenter Study to Evaluate Efficacy, Safety, and Tolerability of Ezetimibe 10 mg or Placebo Co-administered With Existing Simvastatin 10 mg or 20 mg in Attaining Low-Density Lipoprotein Cholesterol Target Levels in Patients With Hypercholesterolemia and Coronary Heart Disease.",410,ezetimibe|ezetimibe|placebo,ezetimibe,undefined,NA
NCT00110435,Phase 3,NA,A Multicenter Study to Evaluate the Cholesterol Lowering Effects of Two Marketed Products in Patients With Type 2 Diabetes Mellitus and Hypercholesterolemia (MK-0653A-077),"A Multicenter, Randomized, Double-blind, Parallel Group, 6-Week Study to Evaluate the Efficacy and Safety of Ezetimibe/Simvastatin Combination Tablet Versus Atorvastatin in Patients With Type 2 Diabetes Mellitus (T2DM) and Hypercholesterolemia",1229,ezetimibe|ezetimibe|atorvastatin,simvastatin,undefined,NA
NCT00440050,Phase 3,2,"DHA (Docosahexaenoic Acid), an Omega 3 Fatty Acid, in Slowing the Progression of Alzheimer's Disease",A Randomized Double-Blind Placebo-Controlled Trial Of The Effects Of Docosahexaenoic Acid (DHA) In Slowing The Progression Of Alzheimer's Disease,402,placebo,omega-3-triglycerides incl. other esters and acids,plac_stnd,FALSE
NCT00900146,Phase 2/Phase 3,5,"Dose Finding, Safety and Efficacy of Monthly Subcutaneous Canakinumab Administration in Metformin Monotherapy Treated Type 2 Diabetic Patients","Dose Finding, Safety and Efficacy of Monthly Subcutaneous Canakinumab Administration for the Treatment of Hyperglycemia in Metformin Monotherapy Treated Type 2 Diabetic Patients: a Randomized, Double-Blind, Placebo-Controlled, Multi-Center Study",556,placebo,canakinumab,plac_stnd,FALSE
NCT01350804,Phase 3,4,"Efficacy at 24 Weeks and Safety, Tolerability and Long Term Efficacy of Secukinumab (AIN457) in Patients With Active Rheumatoid Arthritis (RA) and an Inadequate Response to Anti-Tumor Necrosis Factor α (Anti-TNFα) Agents (CAIN457F2309 and CAIN457F2309E1)","A Randomized, Double-blind, Placebo- and Active-controlled Study of Secukinumab to Demonstrate the Efficacy at 24 Weeks and to Assess the Safety, Tolerability and Long Term Efficacy up to 1 Year in Patients With Active Rheumatoid Arthritis Who Have an Inadequate Response to Anti-TNFα Agents (CAIN457F2309) and A Four Year Extension Study to Evaluate the Long Term Efficacy, Safety and Tolerability of Secukinumab in Patients With Active Rheumatoid Arthritis (CAIN457F2309E1)",551,NA,abatacept,plac_stnd,FALSE
NCT00299104,Phase 3,3,A Study to Evaluate Rituximab in Combination With Methotrexate in Methotrexate-Naive Patients With Active Rheumatoid Arthritis,"A Randomized, Phase 3, Controlled, Double-Blind, Parallel-Group, Multicenter Study to Evaluate the Safety and Efficacy of Rituximab in Combination With Methotrexate (MTX) Compared to MTX Alone, in Methotrexate-Naive Patients With Active Rheumatoid Arthritis",755,placebo,rituximab,plac_stnd,FALSE
NCT00634309,Phase 3,2,Candesartan Cilexetil in Heart Failure Assessment of Reduction in Mortality and Morbidity (CHARM Added),Candesartan Cilexetil in Heart Failure Assessment of Reduction in Mortality and Morbidity. Clinical Study of Candesartan in Patients With Heart Failure and Depressed Left Ventricular Systolic Function,597,placebo,candesartan,plac_stnd,FALSE
NCT01335464,Phase 3,2,Safety and Efficacy of BIBF 1120 at High Dose in Idiopathic Pulmonary Fibrosis Patients,"A 52 Weeks, Double Blind, Randomized, Placebo-controlled Trial Evaluating the Effect of Oral BIBF 1120, 150 mg Twice Daily, on Annual Forced Vital Capacity Decline, in Patients With Idiopathic Pulmonary Fibrosis (IPF)",515,placebo,nintedanib,plac_stnd,FALSE
NCT00391443,Phase 3,2,BUILD 3: Bosentan Use in Interstitial Lung Disease,"Effects of Bosentan on Morbidity and Mortality in Patients With Idiopathic Pulmonary Fibrosis - a Multicenter, Double-blind, Randomized, Placebo-controlled, Parallel Group, Event-driven, Group Sequential, Phase III Study.",616,placebo,bosentan,plac_stnd,FALSE
NCT01086384,Phase 3,2,Asthma Exacerbation Study,"A Long-Term, Randomized, Double-Blind, Parallel Group Study of Fluticasone Furoate/GW642444 Inhalation Powder Once-Daily and Fluticasone Furoate Inhalation Powder Once-Daily in Subjects With Asthma",2020,NA,vilanterol,plac_stnd,FALSE
NCT02276222,Phase 3,2,A Long-Term Safety Trial of Treatment With Nebulized SUN-101 in Patients With COPD,"A Randomized, Open-Label, Active-Controlled, Parallel-Group, Multicenter, Long-Term Safety Trial of Treatment With Nebulized SUN-101 in Patients With COPD: GOLDEN-5 (Glycopyrrolate for Obstructive Lung Disease Via Electronic Nebulizer)",1087,glycopyrronium bromide,tiotropium,same_5,FALSE
NCT00102440,Phase 3,3,Febuxostat Versus Allopurinol Control Trial in Subjects With Gout,"A Phase 3, Randomized, Multicenter Study Comparing the Safety and Efficacy of Oral Febuxostat Versus Allopurinol in Subjects With Gout",760,febuxostat,allopurinol,same_5,FALSE
NCT00430248,Phase 3,3,Efficacy and Safety of Oral Febuxostat in Participants With Gout,"A Phase 3, Randomized, Multicenter, Double-Blind, Allopurinol-Controlled Study Assessing the Efficacy and Safety of Oral Febuxostat in Subjects With Gout.",2269,febuxostat,allopurinol,same_5,FALSE
NCT01159600,Phase 3,4,Efficacy and Safety Study With Empagliflozin (BI 10773) vs. Placebo as add-on to Metformin or Metformin Plus Sulfonylurea Over 24 Weeks in Patients With Type 2 Diabetes,"A Phase III Randomised, Double-blind, Placebo-controlled, Parallel Group, Efficacy and Safety Study of BI 10773 (10 mg, 25 mg) Administered Orally, Once Daily Over 24 Weeks in Patients With Type 2 Diabetes Mellitus With Insufficient Glycaemic Control Despite Treatment With Metformin Alone or Metformin in Combination With a Sulfonylurea",1504,NA,empagliflozin,plac_stnd,FALSE
NCT01512979,Phase 4,2,"Linagliptin and Metformin Versus Linagliptin in Newly Diagnosed, Untreated Type 2 Diabetes","A 24-week, Randomized, Double-blind, Active-controlled, Parallel Group Trial to Assess the Superiority of Oral Linagliptin and Metformin Compared to Linagliptin Monotherapy in Newly Diagnosed, Treatment-naïve, Uncontrolled Type 2 Diabetes Mellitus Patients",316,NA,metformin,plac_stnd,FALSE
NCT00591773,Phase 3,3,Efficacy and Safety of Azilsartan Medoxomil Co-Administered With Chlorthalidone in Participants With Essential Hypertension,"A Double-Blind, Randomized, Placebo-Controlled Study to Evaluate the Efficacy and Safety of TAK-491 When Co-administered With Chlorthalidone in Subjects With Essential Hypertension",551,NA,azilsartan,plac_stnd,FALSE
NCT00099918,Phase 3,NA,Efficacy and Safety of Vildagliptin Compared to Rosiglitazone in Drug Naive Patients With Type 2 Diabetes,Efficacy and Safety of Vildagliptin Compared to Rosiglitazone in Drug Naive Patients With Type 2 Diabetes,717,NA,vildagliptin,poss_plac_stnd,NA
NCT00321984,Phase 3,3,Safety and Efficacy of Dexlansoprazole Modified Release Formulation to Treat Gastroesophageal Reflux Disease,A Phase 3 Study to Evaluate the Efficacy and Safety of Dexlansoprazole MR (30 mg QD and 60 mg QD) Compared to Placebo on Symptom Relief in Subjects With Symptomatic Nonerosive Gastroesophageal Reflux Disease (GERD),947,placebo,dexlansoprazole,plac_stnd,FALSE
NCT00143221,Phase 4,NA,Effectiveness and Safety of Viagra in Men With ED and LUTS Due to Benign Prostatic Hyperplasia (BPH),"A Multicenter, Randomized, Parallel Group, Double-Blind, Placebo-Controlled Flexible Dose Study With and Open-Label Extension to Assess the Efficacy and Safety of Viagra (Sildenafil Citrate) in the Treatment of Men With Erectile Dysfunction (ED) and Concomitant Lower Urinary Tract Symptoms (LUTS) Associated With Benign Prostatic Hyperplasia (BPH) in the United States",350,placebo,sildenafil,poss_plac_stnd,NA
NCT00286442,Phase 3,3,Efficacy and Safety of Alogliptin Combined With Metformin in Participants With Type 2 Diabetes Mellitus,"A Multicenter, Randomized, Double-Blind, Placebo-Controlled Study to Determine the Efficacy and Safety of SYR110322 (SYR-322) When Used in Combination With Metformin in Subjects With Type 2 Diabetes",527,NA,alogliptin,plac_stnd,FALSE
NCT00286429,Phase 3,3,Efficacy and Safety Study of Alogliptin and Insulin in the Treatment of Type 2 Diabetes.,"A Multicenter, Randomized, Double-Blind, Placebo-Controlled Study to Determine the Efficacy and Safety of SYR110322 (SYR-322) When Used in Combination With Insulin in Subjects With Type 2 Diabetes",390,NA,alogliptin,plac_stnd,FALSE
NCT00154219,Phase 3,NA,Efficacy and Safety Study of Lumiracoxib in Patients With Primary Hip Osteoarthritis,"A 13-week, Multicenter, Randomized, Double-blind, Double-dummy, Placebo-controlled, Parallel Group Trial of Lumiracoxib (COX189) 100 mg o.d. in Patients With Primary Hip Osteoarthritis Using Celecoxib (200 mg o.d.) as a Positive Control",1200,NA,lumiracoxib,poss_plac_stnd,NA
