nct_id,phase,number_of_arms,brief_title,official_title,enrollment,start_date,completion_date,sponsor
NCT01523301,Phase 4,2,Rotigotine Versus Placebo to Evaluate the Efficacy on Depressive Symptoms in Idiopathic Parkinson's Disease Patients,"Double Blind, Placebo-controlled, Parallel, Multicenter, Randomized Interventional Phase IV Study to Evaluate the Efficacy of Rotigotine on Depressive Symptoms in Idiopathic Parkinson's Disease Patients",380,2012-04-01,2014-10-01,UCB Pharma
NCT01541956,Phase 4,2,Efficacy of VIldagliptin aS an Add-on Therapy to Metformin Compared to Metformin Up-TitratION in Chinese Patients With Type 2 Diabetes.(VISION),"An Open-labeled, Randomized, Multicenter, Prospective, Parallel Group, Interventional Study to Demonstrate the Effectiveness of 24 Weeks Treatment With Vildagliptin 50mg Bid as Add on to Metformin 500 mg Bid Compared to Metformin up to 1000 mg Bid in Chinese Patients With Type 2 Diabetes Inadequately Controlled on Metformin 500 mg Bid Monotherapy .",3091,2012-02-01,2013-12-01,Novartis
NCT01568073,Phase 3,3,"Efficacy and Safety of BIA 9-1067 in Idiopathic Parkinson's Disease Patients With ""Wearing-off"" Phenomenon","Efficacy and Safety of BIA 9-1067 in Idiopathic Parkinson's Disease Patients With ""Wearing-off"" Phenomenon Treated With Levodopa Plus a Dopa Decarboxylase Inhibitor (DDCI): a Double-blind, Randomised, Placebo- and Active-controlled, Parallel-group, Multicentre Clinical Study",600,2011-03-01,2013-11-01,Bial - Portela C S.A.
NCT01606007,Phase 3,3,Safety and Efficacy of Combination Saxagliptin & Dapagliflozin Added to Metformin to Treat Subjects With Type 2 Diabetes,"A Multicenter, Randomized, Double-Blind, Active Controlled, Parallel Group, Phase 3 Trial to Evaluate the Safety and Efficacy of Add-On Therapy With Saxagliptin and Dapagliflozin Added to Metformin Compared to Add-On Therapy With Saxagliptin in Combination With Metformin or Dapagliflozin in Combination With Metformin in Subjects With Type 2 Diabetes Who Have Inadequate Glycemic Control on Metformin Alone.",1282,2012-07-01,2014-01-01,AstraZeneca
NCT01618695,Phase 3,2,A Study With an Open-label Extension Phase to Evaluate the Efficacy and Safety of Perampanel (E2007) Administered as an Adjunctive Therapy in Subjects With Refractory Partial-onset Seizures,"A Double-blind, Placebo-controlled, Parallel-group Study With an Open-label Extension Phase to Evaluate the Efficacy and Safety of Perampanel (E2007) Administered as an Adjunctive Therapy in Subjects With Refractory Partial-onset Seizures",465,2012-05-17,2019-09-01,Eisai Inc.
NCT01619059,Phase 3,2,Safety and Efficacy of Saxagliptin in Triple Therapy to Treat Subjects With Type 2 Diabetes,"A Multicenter, Randomized, Double-Blind, Placebo Controlled, Parallel Group, Phase 3 Trial to Evaluate the Safety and Efficacy of Triple Therapy With Saxagliptin Added to Dapagliflozin in Combination With Metformin Compared to Therapy With Placebo Added to Dapagliflozin in Combination With Metformin in Subjects With Type 2 Diabetes Who Have Inadequate Glycemic Control on Metformin and Dapagliflozin",315,2012-06-01,2015-01-01,AstraZeneca
NCT01621178,Phase 3,3,A Study Comparing Dulaglutide With Insulin Glargine on Glycemic Control in Participants With Type 2 Diabetes (T2D) and Moderate or Severe Chronic Kidney Disease (CKD),"A Randomized, Open-Label, Parallel-Arm Study Comparing the Effect of Once-weekly Dulaglutide With Insulin Glargine on Glycemic Control in Patients With Type 2 Diabetes and Moderate or Severe Chronic Kidney Disease",577,2012-07-01,2016-12-01,Eli Lilly and Company
NCT01624259,Phase 3,2,A Study Comparing the Effect of Dulaglutide With Liraglutide in Type 2 Diabetes,"A Randomized, Open-Label, Parallel-Arm Study Comparing the Effect of Once-Weekly Dulaglutide With Once-Daily Liraglutide in Patients With Type 2 Diabetes (AWARD-6: Assessment of Weekly AdministRation of LY2189265 in Diabetes-6)",599,2012-06-01,2013-11-01,Eli Lilly and Company
NCT01628926,Phase 3,3,A Placebo- and Ropinirole-Controlled Study for SPM 962 in Advanced Parkinson's Disease Patients,"A Double-Blind, 3-Arm, Parallel Group, Placebo- and Ropinirole-Controlled Study for SPM 962 in Advanced Parkinson's Disease Patients With Concomitant Treatment of L-dopa",420,2009-06-01,2011-05-01,"Otsuka Pharmaceutical Co., Ltd."
NCT01646255,Phase 3,2,"Rotigotine Versus Placebo, A Study To Evaluate The Efficacy In Advanced Stage Idiopathic Parkinson's Disease Patients","A Multicenter, Randomized, Double-blind, Parallel-group, Placebo-controlled Study of The Efficacy And Safety of Rotigotine Transdermal Patch In Chinese Subjects With Advanced-stage, Idiopathic Parkinson's Disease Who Are Not Well Controlled On Levodopa",346,2012-07-01,2014-10-01,UCB Pharma
NCT01646320,Phase 3,2,Safety and Efficacy of Dapagliflozin in Triple Therapy to Treat Subjects With Type 2 Diabetes,"A Multicenter, Randomized, Double-Blind, Placebo-Controlled, Parallel Group, Phase 3 Trial to Evaluate the Safety and Efficacy of Therapy With Dapagliflozin Added to Saxagliptin in Combination With Metformin Compared to Therapy With Placebo Added to Saxagliptin in Combination With Metformin in Subjects With Type 2 Diabetes Who Have Inadequate Glycemic Control on Metformin and Saxagliptin",320,2012-09-01,2015-02-01,AstraZeneca
NCT01652729,Phase 3,3,"Comparison Study of the Glycemic Effects, Safety, and Tolerability of Exenatide Once Weekly Suspension to Sitagliptin and Placebo in Subjects With Type 2 Diabetes Mellitus","A Randomized, Long-Term, Open-Label, 3-Arm, Multicenter Study to Compare the Glycemic Effects, Safety, and Tolerability of Exenatide Once Weekly Suspension to Sitagliptin and Placebo in Subjects With Type 2 Diabetes Mellitus",365,2013-02-01,2014-04-01,AstraZeneca
NCT01710657,Phase 3,3,A Trial to Evaluate the Efficacy and Safety of Adjunctive Therapy With Lacosamide in Adults With Partial-Onset Seizures,"A Multicenter, Double-blind, Randomized, Placebo-controlled, Parallel-group Study to Evaluate the Efficacy and Safety of Lacosamide as Adjunctive Therapy in Japanese and Chinese Adults With Uncontrolled Partial-Onset Seizures With or Without Secondary Generalization",548,2012-09-01,2014-08-01,UCB Pharma
NCT01732822,Phase 3,2,A Study Comparing Cardiovascular Effects of Ticagrelor and Clopidogrel in Patients With Peripheral Artery Disease,"A Randomized, Double-blind, Parallel Group, Multicentre Phase IIIb Study to Compare Ticagrelor With Clopidogrel Treatment on the Risk of Cardiovascular Death, Myocardial Infarction and Ischemic Stroke in Patients With Established Peripheral Artery Disease (EUCLID Examining Use of tiCagreLor In paD)",13885,2012-12-04,2016-09-26,AstraZeneca
NCT01741194,Phase 2/Phase 3,2,AC-1204 26-Week Long Term Efficacy Response Trial With Optional Open-label Ext,"A 26-Week, Double-blind, Randomized, Placebo-controlled, Parallel-group Study to Investigate the Effects of Daily Administration of AC-1204 in Participants With Mild to Moderate Alzheimer's Disease (AD) With an Optional 26-Week Open Label Extension",418,2013-03-01,2017-04-14,"Accera, Inc."
NCT01763866,Phase 3,24,LDL-C Assessment With PCSK9 Monoclonal Antibody Inhibition Combined With Statin Therapy-2,"A Double-blind, Randomized, Placebo and Ezetimibe Controlled, Multicenter Study to Evaluate Safety, Tolerability and Efficacy of AMG 145 on LDL-C in Combination With Statin Therapy in Subjects With Primary Hypercholesterolemia and Mixed Dyslipidemia",2067,2013-01-01,2013-12-01,Amgen
NCT01763918,Phase 3,4,Reduction of LDL-C With PCSK9 Inhibition in Heterozygous Familial Hypercholesterolemia Disorder Study-2,"A Double-blind, Randomized, Placebo-controlled, Multicenter Study to Evaluate Safety, Tolerability and Efficacy of AMG 145 on LDL-C in Subjects With Heterozygous Familial Hypercholesterolemia",331,2013-02-01,NA,Amgen
NCT01768559,Phase 3,3,Efficacy and Safety of Lixisenatide Versus Insulin Glulisine on Top of Insulin Glargine With or Without Metformin in Type 2 Diabetic Patients,"A Randomized, Open-label, Active-controlled, 3-arm Parallel-group, 26-week Study Comparing the Efficacy and Safety of Lixisenatide to That of Insulin Glulisine Once Daily and Insulin Glulisine Three Times Daily in Patients With Type 2 Diabetes Insufficiently Controlled With Insulin Glargine With or Without Metformin",894,2013-01-01,2014-12-01,Sanofi
NCT01776424,Phase 3,3,Rivaroxaban for the Prevention of Major Cardiovascular Events in Coronary or Peripheral Artery Disease,A Randomized Controlled Trial of Rivaroxaban for the Prevention of Major Cardiovascular Events in Patients With Coronary or Peripheral Artery Disease (COMPASS - Cardiovascular OutcoMes for People Using Anticoagulation StrategieS).,27395,2013-02-28,2021-06-30,Bayer
NCT01777282,Phase 3,5,A Study to Determine the Long Term Safety and Efficacy of Albiglutide in Combination With Oral Monotherapy Antihyperglycemic Medications in Japanese Patients With Type 2 Diabetes Mellitus,"A 52-Week, Open-Label, Multicenter Study to Determine the Long Term Safety and Efficacy of Albiglutide in Combination With Monotherapy of Oral Antihyperglycemic Medications in Japanese Patients With Type 2 Diabetes Mellitus",374,2013-02-23,2015-01-27,GlaxoSmithKline
NCT01794143,Phase 3,4,A Comparative Effectiveness Study of Major Glycemia-lowering Medications for Treatment of Type 2 Diabetes,Glycemia Reduction Approaches in Diabetes: A Comparative Effectiveness Study,5000,2013-05-01,NA,GRADE Study Group
NCT01798706,Phase 3,2,Efficacy and Safety of Lixisenatide Versus Placebo on Top of Basal Insulin and/or Oral Antidiabetic Treatment in Older Type 2 Diabetic Patients,"A Randomized, Double-blind, Placebo-controlled, 2-arm Parallel-group, Multicenter, 24 Week Study Assessing the Safety and Efficacy of Lixisenatide in Older Patients With Type 2 Diabetes Inadequately Controlled on Their Current Diabetes Treatment Regimen",350,2013-06-01,2015-02-01,Sanofi
NCT01908829,Phase 3,3,A Trial Comparing Combination Treatment (Solifenacin Plus Mirabegron) With One Treatment Alone (Solifenacin),"A Randomized, Double-Blind, Multi-Centre Study to Evaluate the Efficacy and Safety of Adding Mirabegron to Solifenacin in Incontinent OAB Subjects Who Have Received Solifenacin for 4 Weeks and Warrant Additional Relief for Their OAB Symptoms",2174,2013-07-10,2014-11-25,Astellas Pharma Inc
NCT01937871,Phase 3,3,A Study of Tadalafil in Men With Benign Prostatic Hyperplasia (BPH) and Erectile Dysfunction (ED),"A Phase 3, Randomized, Double-Blind, Placebo-Controlled, Parallel-Design, Multicenter Study to Evaluate the Efficacy and Safety of Tadalafil Once-Daily Dosing for 12 Weeks in Men With Signs and Symptoms of Benign Prostatic Hyperplasia and Erectile Dysfunction",909,2013-09-01,2015-12-01,Eli Lilly and Company
NCT01949948,Phase 3,2,Study of Tenecteplase Versus Alteplase for Thrombolysis (Clot Dissolving) in Acute Ischemic Stroke,Randomised Trial of Tenecteplase vs. Alteplase for Recanalisation in Acute Ischemic Stroke,1050,2012-09-01,2016-12-31,Haukeland University Hospital
NCT01954121,Phase 3,2,"Open-label, Randomized, Active-controlled Study of LEV Used as Monotherapy in Patients With Partial-Onset Seizures","An Open-label, Randomized, Parallel-group, Active-controlled Study Comparing the Efficacy and Safety of Levetiracetam to Carbamazepine Used as Monotherapy in Subjects Newly or Recently Diagnosed as Epilepsy and Partial-onset Seizures",436,2013-09-01,2015-09-01,UCB Pharma
NCT01955161,Phase 3,3,Study of Idalopirdine in Patients With Mild - Moderate Alzheimer's Disease Treated With Donepezil,"Randomised, Double-blind, Parallel-group, Placebo-controlled, Fixed-dose Study of Idalopirdine in Patients With Mild - Moderate Alzheimer's Disease Treated With Donepezil",933,2013-10-01,2016-07-01,H. Lundbeck A/S
NCT01963208,Phase 3,2,Phase 3 Study of Adjunctive Ganaxolone in Adults With Drug-resistant Partial Onset Seizures and Open-label Extension,"A Multicenter, Double Blind, Randomized, Placebo-Controlled Trial to Determine the Efficacy and Safety of Ganaxolone as Adjunctive Therapy for Adults With Drug-Resistant Partial-Onset Seizures Followed by Long-term Open-Label Treatment",405,2013-10-01,2016-10-01,Marinus Pharmaceuticals
NCT01969123,Phase 3,3,Study of the Safety and Effectiveness of Two Doses of Investigational Study Drug EVP-6124 in Subjects With Alzheimer's Disease,"A Randomized, Double-blind, Placebo-controlled, Parallel-Group, 26-Week, Phase 3 Study of 2 Doses of EVP-6124 or Placebo in Subjects With Mild to Moderate Alzheimer's Disease Currently or Previously Receiving an Acetylcholinesterase Inhibitor Medication",474,2013-10-01,2017-01-01,FORUM Pharmaceuticals Inc
NCT01969136,Phase 3,3,Study of the Safety and Effectiveness of Two Doses of Investigational Study Drug EVP-6124 in Subjects With Alzheimer's Disease,"A Randomized, Double-blind, Placebo-controlled, Parallel-Group, 26-Week, Phase 3 Study of 2 Doses of EVP-6124 or Placebo in Subjects With Mild to Moderate Alzheimer's Disease Currently or Previously Receiving an Acetylcholinesterase Inhibitor Medication",403,2013-10-01,2017-01-01,FORUM Pharmaceuticals Inc
NCT01972841,Phase 3,6,"This is a Multinational Study Comparing the Efficacy and Safety of Two Medicines , Solifenacin Succinate and Mirabegron Taken Together, or Separately, or a Mock Treatment (Placebo) in Subjects With Symptoms of Overactive Bladder","A Randomized, Double-Blind, Parallel-Group, Placebo- and Active-Controlled, Multi-center Study to Evaluate the Efficacy, Safety and Tolerability of Combinations of Solifenacin Succinate and Mirabegron Compared to Solifenacin Succinate and Mirabegron Monotherapy in the Treatment of Overactive Bladder",3527,2013-11-05,2015-10-22,Astellas Pharma Inc
NCT01985334,Phase 4,4,Study to Evaluate the Efficacy and Safety of Glycopyrronium or Indacaterol Maleate and Glycopyrronium Bromide Fixed-dose Combination Regarding Symptoms and Health Status in Patients With Moderate COPD Switching From Treatment With Any Standard COPD Regimen,"A Prospective, Multicenter, 12-week, Randomized Open-label Study to Evaluate the Efficacy and Safety of Glycopyrronium (50 Micrograms o.d.) or Indacaterol Maleate and Glycopyrronium Bromide Fixed-dose Combination (110/50 Micrograms o.d.) Regarding Symptoms and Health Status in Patients With Moderate Chronic Obstructive Pulmonary Disease (COPD) Switching From Treatment With Any Standard COPD Regimen",4351,2014-06-01,2016-04-01,Novartis
NCT01994720,Phase 3,2,[SOCRATES -Acute Stroke Or Transient IsChaemic Attack TReated With Aspirin or Ticagrelor and Patient OutcomES],"A Randomised, Double-Blind, Multinational Study to Prevent Major Vascular Events With Ticagrelor Compared to Aspirin (ASA) in Patients With Acute Ischaemic Stroke or TIA.",13307,2014-01-07,2016-03-02,AstraZeneca
NCT02006641,Phase 3,3,Idalopirdine in Patients With Mild-moderate Alzheimer's Disease Treated With Donepezil,"Randomised, Double-blind, Parallel-group, Placebo-controlled, Fixed-dose Study of Idalopirdine in Patients With Mild-moderate Alzheimer's Disease Treated With Donepezil",858,2014-02-01,2016-12-01,H. Lundbeck A/S
NCT02006654,Phase 3,2,Study of Idalopirdine in Patients With Mild - Moderate Alzheimer's Disease Treated With an Acetylcholinesterase Inhibitor,"Randomised, Double-blind, Parallel-group, Placebo-controlled Study of Idalopirdine in Patients With Mild - Moderate Alzheimer's Disease Treated With an Acetylcholinesterase Inhibitor",734,2014-03-01,2017-01-01,H. Lundbeck A/S
NCT02017340,Phase 3,2,A Phase III Trial of Nilvadipine to Treat Alzheimer's Disease,A European Multicentre Double-blind Placebo-controlled Phase III Trial of Nilvadipine in Mild to Moderate Alzheimer's Disease,511,2013-04-24,2016-12-16,"St. James's Hospital, Ireland"
NCT02045862,Phase 3,3,"A Multinational Study Comparing the Long-term Efficacy and Safety of Two Medicines, Solifenacin Succinate and Mirabegron Taken Together, or Separately, or a Mock Treatment (Placebo) in Subjects With Symptoms of Overactive Bladder","A Randomized, Double-Blind, Parallel-Group, Active-Controlled, Multi-center Study to Evaluate the Long-Term Safety and Efficacy of Combination of Solifenacin Succinate With Mirabegron Compared to Solifenacin Succinate and Mirabegron Monotherapy in Subjects With Overactive Bladder",2084,2014-03-17,2016-09-08,Astellas Pharma Inc
NCT02058147,Phase 3,3,Efficacy and Safety of Insulin Glargine/ Lixisenatide Fixed Ratio Combination Compared to Insulin Glargine Alone and Lixisenatide Alone on Top of Metformin in Patients With T2DM,"A Randomized, 30 Week, Active-controlled, Open-label, 3-treatment Arm, Parallel-group Multicenter Study Comparing the Efficacy and Safety of Insulin Glargine/ Lixisenatide Fixed Ratio Combination to Insulin Glargine Alone and to Lixisenatide Alone on Top of Metformin in Patients With Type 2 Diabetes Mellitus (T2DM)",1170,2014-02-01,2015-06-01,Sanofi
NCT02058160,Phase 3,2,Efficacy and Safety of the Insulin Glargine/Lixisenatide Fixed Ratio Combination Versus Insulin Glargine in Patients With Type 2 Diabetes,"A Randomized, 30-week, Active-controlled, Open Label, 2- Treatment Arm, Parallel-group, Multicenter Study Comparing the Efficacy and Safety of the Insulin Glargine/Lixisenatide Fixed Ratio Combination to Insulin Glargine With or Without Metformin in Patients With Type 2 Diabetes Mellitus (T2DM)",736,2014-01-01,2015-07-01,Sanofi
NCT02080364,Phase 3,2,Evaluation of the Efficacy and Safety of Azeliragon (TTP488) in Patients With Mild Alzheimer's Disease,"Randomized, Double-blind, Placebo Controlled, Multi-center Registration Trial to Evaluate the Efficacy and Safety of Azeliragon (TTP488) in Patients With Mild Alzheimer's Disease Receiving Acetylcholinesterase Inhibitors and/or Memantine",800,2015-04-01,2019-01-01,vTv Therapeutics
NCT02104817,Phase 3,2,Outcomes Study to Assess STatin Residual Risk Reduction With EpaNova in HiGh CV Risk PatienTs With Hypertriglyceridemia,A Long-Term Outcomes Study to Assess STatin Residual Risk Reduction With EpaNova in HiGh Cardiovascular Risk PatienTs With Hypertriglyceridemia (STRENGTH),13086,2014-10-30,2019-10-31,AstraZeneca
NCT02157935,Phase 3,2,Comparing the Efficacy of Symbicort® pMDI and Formoterol Turbuhaler in Reducing Exacerbations in Patients With Cronic Obstructive Pulmonary Disease,"A Phase IIIB, 6-Month, Double-blind, Double-dummy, Randomized, Parallel-group, Multicenter Exacerbation Study of Symbicort® Pressurized Metered-Dose Inhaler (pMDI) 160/4.5 μg x 2 Actuations Twice-daily Compared to Formoterol Turbuhaler 4.5 μg x 2 Inhalations Twice-daily in Cronic Obstructive Pulmonary Disease (COPD) Patients.",2026,2014-06-27,2016-02-08,AstraZeneca
NCT02173457,Phase 3,3,Study of Chiglitazar Compare With Sitagliptin in Type 2 Diabetes Patients,"Phase III Study of Chiglitazar in Patients With Type 2 Diabetes Mellitus and Insufficient Glycemic Control Despite Diet and Exercise -- A Multicenter, Randomized, Double-Blind, and Sitagliptin-Controlled Trial",738,2014-06-01,2018-09-01,"Chipscreen Biosciences, Ltd."
NCT02284893,Phase 3,2,Study to Evaluate the Efficacy and Safety of Saxagliptin Co-administered With Dapagliflozin in Combination With Metformin Compared to Sitagliptin in Combination With Metformin in Adult Patients With Type 2 Diabetes Who Have Inadequate Glycemic Control on Metformin Therapy Alone,"A 26-week International, Multicenter, Randomized, Double-Blind, Active Controlled, Parallel Group, Phase 3bTrial With a Blinded 26-week Long -Term Extension Period to Evaluate the Efficacy and Safety of Saxagliptin Co-administered With Dapagliflozin in Combination With Metformin Compared to Sitagliptin in Combination With Metformin in Adult Patients With Type 2 Diabetes Who Have Inadequate Glycemic Control on Metformin Therapy Alone",861,2014-09-01,2016-09-01,AstraZeneca
NCT02294396,Phase 4,4,Post-marketing Study to Evaluate add-on Therapy With Anticholinergics in Patients With Overactive Bladder (OAB) on Mirabegron.,Post-Marketing Study of Mirabegron - Long-term Add-on Therapy With Anticholinergics in Patients With Overactive Bladder Under Treatment With Mirabegron,649,2014-10-28,2016-09-07,Astellas Pharma Inc
NCT02337738,Phase 2/Phase 3,3,A Phase 2/3 Study of TVP-1012 at 0.5 mg or 1 mg in Levodopa Treated Parkinson's Disease Participants,"A Multicenter, Randomized, Double-Blind, Placebo-Controlled, Parallel Group, Phase 2/3 Study to Evaluate the Efficacy and Safety of TVP-1012 at 0.5 mg or 1 mg in Levodopa Treated Parkinson's Disease Patients With Wearing Off",404,2015-01-01,2016-09-01,Takeda
NCT02352363,Phase 3,2,Randomized Safety Study of CVT-301 Compared to an Observational Control Group,"A Phase 3, Randomized Study Investigating the Safety of CVT-301 (Levodopa Inhalation Powder) in Parkinson's Disease (PD) Patients With Motor Response Fluctuations (OFF Phenomena) Compared to an Observational Cohort Control",408,2015-03-01,2017-05-01,Acorda Therapeutics
NCT02390882,Phase 3,3,A Phase 3 Clinical Trial to Evaluate the Efficacy and Safety of HGP0412 and HIP1402 in Patients With BPH,"A Multicenter, Randomized, Double-blind, Phase 3 Clinical Trial to Evaluate the Efficacy and Safety of HGP0412 and HIP1402 in Patients With Benign Prostatic Hyperplasia",494,2014-10-01,2015-07-01,Hanmi Pharmaceutical Company Limited
NCT02419612,Phase 3,2,"A 52-week International, Multicenter Trial With a Long -Term Extension to Evaluate Saxagliptin With Dapagliflozin in Combination With Metformin Compared to Glimepiride in Combination With Metformin in Type 2 Diabetes Who Have Inadequate Glycemic Control on Metformin Alone","A 52-week International, Multicenter, Randomized, Double-Blind, Active-Controlled, Parallel Group, Phase 3bTrial With a Blinded 104-week Long -Term Extension Period to Evaluate the Efficacy and Safety of Saxagliptin Co-administered With Dapagliflozin in Combination With Metformin Compared to Glimepiride in Combination With Metformin ≥1500 mg in Adult Patients With Type 2 Diabetes Who Have Inadequate Glycemic Control on Metformin Therapy Alone",444,2015-08-14,2019-08-15,AstraZeneca
NCT02454491,Phase 4,2,Verapamil vs Heparin in Transradial Procedures,Comparison of VERapamil vs. Heparin Therapy on Procedural sUccess During Transradial Coronary Procedures (VERMUT Study),418,2015-05-01,2016-09-01,University Hospital of Ferrara
NCT02465515,Phase 4,2,"Effect of Albiglutide, When Added to Standard Blood Glucose Lowering Therapies, on Major Cardiovascular Events in Subjects With Type 2 Diabetes Mellitus","A Long Term, Randomised, Double Blind, Placebo-controlled Study to Determine the Effect of Albiglutide, When Added to Standard Blood Glucose Lowering Therapies, on Major Cardiovascular Events in Patients With Type 2 Diabetes Mellitus (HARMONY Outcomes)",9400,2015-07-01,2018-03-22,GlaxoSmithKline
NCT02585778,Phase 3,2,Efficacy and Safety of Alirocumab Versus Placebo on Top of Maximally Tolerated Lipid Lowering Therapy in Patients With Hypercholesterolemia Who Have Type 1 or Type 2 Diabetes and Are Treated With Insulin (ODYSSEY DM - Insulin),"A Randomized, Double-Blind, Placebo-Controlled, Parallel Group Study to Evaluate the Efficacy and Safety of Alirocumab in Insulin Treated Patients With Type 1 or Type 2 Diabetes and With Hypercholesterolemia at High Cardiovascular Risk Not Adequately Controlled on Maximally Tolerated LDL-C Lowering Therapy",517,2015-10-23,2017-04-03,Sanofi
NCT02623062,Phase 3,2,Compound Sodium Alginate Oral Suspension Sachet Symptomatic Relief Study,"A Multi-centred, Randomised, Double-blind, Two Arms, Parallel Group, Placebo-controlled Study to Assess the Effect of Compound Sodium Alginate Oral Suspension Sachet in Patients With Reflux Disease",644,2013-12-01,2016-05-01,Reckitt Benckiser Healthcare (UK) Limited
NCT02656173,Phase 4,2,"A Phase 4 Study to Evaluate the Efficacy, Safety, and Tolerability of Mirabegron in Male Subjects With Overactive Bladder (OAB) Symptoms, While Taking the Alpha Blocker for Benign Prostatic Hypertrophy (BPH)","A Phase 4, Double-Blind, Randomized, Placebo-controlled Multicenter Study to Evaluate the Efficacy, Safety, and Tolerability of Mirabegron in Male Subjects With OAB Symptoms, While Taking the Alpha Blocker,Tamsulosin, for BPH",730,2016-01-25,2017-07-21,Astellas Pharma Inc
NCT02963922,Phase 3,2,Effect and Safety of Liraglutide 3.0 mg in Subjects With Overweight or Obesity and Type 2 Diabetes Mellitus Treated With Basal Insulin,Effect and Safety of Liraglutide 3.0 mg in Subjects With Overweight or Obesity and Type 2 Diabetes Mellitus Treated With Basal Insulin,400,2017-02-06,2018-09-25,Novo Nordisk A/S
NCT03006276,Phase 3,2,"Efficacy, Tolerability, and Safety Study of DFN-15",NA,622,2016-12-01,2018-04-01,Dr. Reddy's Laboratories Limited
NCT03009019,Phase 3,2,"Efficacy, Tolerability, and Safety of DFN-15",NA,631,2016-12-01,2018-05-01,Dr. Reddy's Laboratories Limited
NCT03021343,Phase 3,2,Effect of Colchicine on the Incidence of Atrial Fibrillation in Open Heart Surgery Patients,Effect of ColchiciNe on the InciDence of Atrial Fibrillation in Open Heart Surgery Patients: END-AF Trial,360,2012-10-01,2015-02-01,Jordan Collaborating Cardiology Group
NCT00000173,Phase 3,NA,Memory Impairment Study (Mild Cognitive Impairment Study),"A Randomized, Double-Blind, Placebo-Controlled Trial of Vitamin E and Donepezil HCL (Aricept) to Delay Clinical Progression From Mild Cognitive Impairment (MCI) to Alzheimer's Disease (AD)",NA,1999-03-31,2004-01-31,National Institute on Aging (NIA)
NCT00000425,Phase 3,NA,Toward Better Outcomes in Osteoarthritis,Toward Better Outcomes in Osteoarthritis (OA): Finding the Appropriate Role for Nonsteroidal Anti-inflammatory Drugs (NSAIDs),900,1996-07-31,2001-04-30,Stanford University
NCT00000480,Phase 3,NA,Multicenter Unsustained Tachycardia Trial (MUSTT),NA,NA,1991-09-30,1996-09-30,"National Heart, Lung, and Blood Institute (NHLBI)"
NCT00035256,Phase 4,NA,Sequential Use of Teriparatide and Raloxifene HCl in the Treatment of Postmenopausal Women With Osteoporosis,Sequential Use of Teriparatide and Raloxifene HCl in the Treatment of Postmenopausal Women With Osteoporosis,330,2001-10-31,2005-07-31,Eli Lilly and Company
NCT00067093,Phase 3,NA,Safety and Efficacy Trial Evaluating the Use of SR34006 in the Treatment of Deep Vein Thrombosis (DVT),NA,1452,2003-05-31,2005-09-30,Sanofi
NCT00092066,Phase 3,NA,"A Study to Evaluate the Safety, Tolerability, and Efficacy of an Investigational Drug and Dietary Supplement in Men and Postmenopausal Women With Osteoporosis (0217A-227)","A 15-Week, Double-Blind, Randomized, Active-Controlled, Multi-Center Study With 24-Week Extension to Evaluate the Safety, Tolerability, Efficacy of Alendronate 70 mg Plus Vitamin D3 2800 IU Combination Tablet in Men and Postmenopausal Women With Osteoporosis",717,2003-09-24,2004-05-01,Organon and Co
NCT00092079,Phase 3,NA,A Study of MK0217A and Dietary Supplement in Men and Postmenopausal Women With Osteoporosis (0217A-227),"A 15-Week, Double-Blind, Randomized, Active-Controlled, Multi-Center Study With 24-Week Extension to Evaluate the Safety, Tolerability, Efficacy of Alendronate 70 mg Plus Vitamin D3 2800 IU Combination Tablet in Men and Postmenopausal Women With Osteoporosis",652,2004-01-31,2004-11-30,Merck Sharp & Dohme LLC
NCT00097357,Phase 2/Phase 3,8,BMS-562247 in Subjects Undergoing Elective Total Knee Replacement Surgery,"A Phase 2 Randomized, Double-Blinded (BMS-562247 and Enoxaparin), Active-Controlled (Enoxaparin and Warfarin), Parallel-Arm, Dose-Response Study of the Oral Factor Xa Inhibitor BMS-562247 in Subjects Undergoing Elective Total Knee Replacement Surgery",1238,2004-10-31,2005-12-31,Bristol-Myers Squibb
NCT00110474,Phase 3,NA,Glucosamine Unum In Die [Once A Day] Efficacy (GUIDE) Trial: Glucosamine Sulfate in Patients With Knee Osteoarthritis,Efficacy and Safety of Glucosamine Sulfate Versus a Pure Analgesic (Acetaminophen/Paracetamol) and Placebo in Patients Suffering From Osteoarthritis of the Knee,300,2000-05-31,2002-12-31,Rottapharm
NCT00126516,Phase 4,2,Angiotensin II Receptor Blockers (ARB) and ACE Inhibitors (ACEI) on Silent Brain Infarction and Cognitive Decline,Effects of Angiotensin II Receptor Blockers (ARB) and Angiotensin Converting Enzyme Inhibitors (ACEI) on Progression of Silent Brain Infarction and Cognitive Decline in Japanese Patients With Essential Hypertension in the Elderly,395,2004-05-31,2013-06-30,Nara Medical University
NCT00128024,Phase 4,2,Effects of Early Statin Treatment After Acute Myocardial Infarction (AMI) in Japanese Patients,Effects of Early Statin Treatment on Symptomatic Heart Failure and Ischemic Events After Acute Myocardial Infarction. The MUSASHI-AMI: A Multicenter Randomized Controlled Trial,460,2002-02-28,2006-02-28,Kumamoto University
