id,nct_id,agency_class,lead_or_collaborator,name
2904613,NCT00680953,Industry,lead,"Daiichi Sankyo Co., Ltd."
2904631,NCT00680745,Industry,lead,AstraZeneca
2904632,NCT00680745,Industry,collaborator,Bristol-Myers Squibb
2904704,NCT00680186,Industry,lead,Boehringer Ingelheim
2904749,NCT00679731,Industry,lead,"AbbVie (prior sponsor, Abbott)"
2904758,NCT00679627,Industry,lead,"Janssen Research & Development, LLC"
2904761,NCT00679588,Industry,lead,Sanofi
2904769,NCT00679484,Industry,lead,"Daiichi Sankyo Europe, GmbH"
2904775,NCT00679432,Industry,lead,"Valeant Pharmaceuticals International, Inc."
2904788,NCT00679380,Industry,lead,"Valeant Pharmaceuticals International, Inc."
2904789,NCT00679380,Industry,collaborator,Cosmo Technologies Ltd
2904864,NCT00678704,Industry,lead,Bayer
2904955,NCT00677807,Industry,lead,Novartis
2908406,NCT00648141,Industry,lead,Pfizer
2905150,NCT00676338,Industry,lead,AstraZeneca
2905151,NCT00676338,Industry,collaborator,Eli Lilly and Company
2905450,NCT00673920,Industry,lead,"Genentech, Inc."
2905451,NCT00673920,Industry,collaborator,Roche Pharma AG
2905467,NCT00673790,Industry,lead,Forest Laboratories
2905535,NCT00673231,Industry,lead,AstraZeneca
2905536,NCT00673231,Industry,collaborator,Bristol-Myers Squibb
2905884,NCT00670501,Industry,lead,Eli Lilly and Company
2906172,NCT00668109,Industry,lead,Bayer
2906180,NCT00668005,Industry,lead,Bayer
2906181,NCT00668005,Industry,collaborator,GlaxoSmithKline
2906205,NCT00667797,Industry,lead,Sunovion
2906256,NCT00667407,Industry,lead,Sunovion
2906343,NCT00666718,Industry,lead,Eli Lilly and Company
2906372,NCT00666458,Industry,lead,AstraZeneca
2906373,NCT00666458,Industry,collaborator,Bristol-Myers Squibb
2906500,NCT00665431,Industry,lead,POZEN
2906593,NCT00664560,Industry,lead,POZEN
2906596,NCT00664534,Industry,lead,Eli Lilly and Company
2906733,NCT00663260,Industry,lead,AstraZeneca
2906734,NCT00663260,Industry,collaborator,Bristol-Myers Squibb
2906774,NCT00662909,Industry,lead,Astellas Pharma Inc
2906960,NCT00661362,Industry,lead,AstraZeneca
2906961,NCT00661362,Industry,collaborator,Bristol-Myers Squibb
2907004,NCT00660998,Industry,lead,Bayer
2907014,NCT00660907,Industry,lead,AstraZeneca
2907015,NCT00660907,Industry,collaborator,Bristol-Myers Squibb
2907062,NCT00660517,Industry,lead,Meda Pharmaceuticals
2907100,NCT00660179,Industry,lead,Actelion
2907136,NCT00659841,Industry,lead,AstraZeneca
2907147,NCT00659750,Industry,lead,AstraZeneca
2907167,NCT00659594,Industry,lead,AstraZeneca
2907177,NCT00659503,Industry,lead,AstraZeneca
2907264,NCT00658775,Industry,lead,Eisai Inc.
2907282,NCT00658632,Industry,lead,Eisai Inc.
2907291,NCT00658528,Industry,lead,Eisai Inc.
2907352,NCT00657943,Other,lead,Steno Diabetes Center
2907353,NCT00657943,Other,collaborator,Hvidovre University Hospital
2907354,NCT00657943,Other,collaborator,"Hillerod Hospital, Denmark"
2907355,NCT00657943,Other,collaborator,Frederiksberg University Hospital
2907356,NCT00657943,Other,collaborator,"University Hospital, Gentofte, Copenhagen"
2907357,NCT00657943,Other,collaborator,"Rigshospitalet, Denmark"
2907358,NCT00657943,Other,collaborator,Bispebjerg Hospital
2907359,NCT00657943,Other,collaborator,Herlev Hospital
2907360,NCT00657943,Other,collaborator,Zealand University Hospital
2907361,NCT00657943,Other,collaborator,"Copenhagen Trial Unit, Center for Clinical Intervention Research"
2907362,NCT00657943,Industry,collaborator,Novo Nordisk A/S
2907457,NCT00657150,Industry,lead,Boehringer Ingelheim
2907760,NCT00654537,Industry,lead,AstraZeneca
2907764,NCT00654498,Industry,lead,Boehringer Ingelheim
2907772,NCT00654407,Industry,lead,AstraZeneca
2907774,NCT00654381,Industry,lead,Boehringer Ingelheim
2907790,NCT00654225,Industry,lead,AstraZeneca
2907795,NCT00654173,Industry,lead,AstraZeneca
2907820,NCT00653965,Industry,lead,AstraZeneca
2907845,NCT00653744,Industry,lead,AstraZeneca
2907892,NCT00653341,Industry,lead,Sanofi
2908002,NCT00652392,Industry,lead,AstraZeneca
2908047,NCT00652002,Industry,lead,AstraZeneca
2908087,NCT00651651,Industry,lead,AstraZeneca
2908136,NCT00651118,Industry,lead,Meda Pharmaceuticals
2908196,NCT00650455,Industry,lead,Pfizer
2908288,NCT00649389,Industry,lead,"Daiichi Sankyo, Inc."
2908325,NCT00649025,Industry,lead,SkyePharma AG
2908326,NCT00649025,Industry,collaborator,Abbott
2908327,NCT00649025,Industry,collaborator,MDS Pharma Services
2908464,NCT00647491,Industry,lead,Abbott
2908465,NCT00647491,Industry,collaborator,Eisai Limited
2908490,NCT00647270,Industry,lead,Abbott
2908555,NCT00646594,Industry,lead,AstraZeneca
2908559,NCT00646542,Industry,lead,Novartis
2908705,NCT00645268,Industry,lead,Pfizer
2908751,NCT00644735,Industry,lead,AstraZeneca
2908851,NCT00643851,Industry,lead,AstraZeneca
2908852,NCT00643851,Other,collaborator,"Astra Zeneca, Bristol-Myers Squibb"
2908857,NCT00643799,Industry,lead,Pfizer
2908921,NCT00643201,Industry,lead,Bristol-Myers Squibb
2908922,NCT00643201,Industry,collaborator,Pfizer
2909038,NCT00642187,Industry,lead,AstraZeneca
2909048,NCT00642096,Industry,lead,AstraZeneca
2909068,NCT00641914,Industry,lead,AstraZeneca
2909090,NCT00641680,Industry,lead,AstraZeneca
2909099,NCT00641602,Industry,lead,AstraZeneca
2909108,NCT00641537,Industry,lead,EMD Serono
2909165,NCT00641056,Industry,lead,AstraZeneca
2909166,NCT00641056,Industry,collaborator,Eli Lilly and Company
2909167,NCT00641043,Industry,lead,Boehringer Ingelheim
2909215,NCT00640627,Industry,lead,Pfizer
2909378,NCT00639158,Industry,lead,Abbott
2909433,NCT00638807,Industry,lead,Pfizer
2909528,NCT00637949,Industry,lead,Novartis
2909617,NCT00637273,Industry,lead,AstraZeneca
2909618,NCT00637273,Industry,collaborator,Eli Lilly and Company
2909819,NCT00635505,Industry,lead,"Amphastar Pharmaceuticals, Inc."
2909918,NCT00634712,Industry,lead,AstraZeneca
2909954,NCT00634400,Industry,lead,AstraZeneca
2909963,NCT00634309,Industry,lead,AstraZeneca
2909989,NCT00634114,Industry,lead,AstraZeneca
2910016,NCT00633932,Industry,lead,AstraZeneca
2910020,NCT00633893,Industry,lead,Bristol-Myers Squibb
2910021,NCT00633893,Industry,collaborator,Pfizer
2910253,NCT00631917,Industry,lead,Novartis
2910330,NCT00631189,Industry,lead,AstraZeneca
2910358,NCT00630929,Industry,lead,Pfizer
2910601,NCT00628862,Industry,lead,AstraZeneca
2910614,NCT00628758,Industry,lead,AstraZeneca
2910664,NCT00628342,Industry,lead,AstraZeneca
2910744,NCT00627640,Industry,lead,Newron
2910808,NCT00627016,Industry,lead,Takeda
2910871,NCT00626535,Industry,lead,AstraZeneca
2910906,NCT00626197,Industry,lead,"Genentech, Inc."
2910907,NCT00626197,Industry,collaborator,Roche Pharma AG
2910978,NCT00625547,Industry,lead,Pfizer
2911120,NCT00624338,Industry,lead,EMD Serono
2911121,NCT00624338,Industry,collaborator,Merck KGaA
2911126,NCT00624286,Industry,lead,Novartis
2911160,NCT00624065,Industry,lead,GlaxoSmithKline
2911161,NCT00624052,Industry,lead,Boehringer Ingelheim
2911208,NCT00623623,Industry,lead,Boehringer Ingelheim
2911363,NCT00622284,Industry,lead,Boehringer Ingelheim
2911492,NCT00621140,Industry,lead,Boehringer Ingelheim
2911521,NCT00620867,Industry,lead,Pfizer
2911554,NCT00620542,Industry,lead,AstraZeneca
2911555,NCT00620542,Other,collaborator,The Cleveland Clinic
2911979,NCT00616772,Industry,lead,"AbbVie (prior sponsor, Abbott)"
2912190,NCT00614939,Industry,lead,AstraZeneca
2912191,NCT00614939,Industry,collaborator,Bristol-Myers Squibb
2912248,NCT00614380,Industry,lead,Boehringer Ingelheim
2912284,NCT00614120,Industry,lead,Novo Nordisk A/S
2912651,NCT00611026,Industry,lead,Pfizer
2912907,NCT00608881,Other,lead,Massachusetts General Hospital
2912908,NCT00608881,NIH,collaborator,National Institute of Neurological Disorders and Stroke (NINDS)
2912909,NCT00608881,Other,collaborator,University of Rochester
2913342,NCT00605020,Industry,lead,Novo Nordisk A/S
2913426,NCT00604396,Industry,lead,Novo Nordisk A/S
2913431,NCT00604344,Industry,lead,Novo Nordisk A/S
2913440,NCT00604253,Industry,lead,Novo Nordisk A/S
2913659,NCT00602472,Industry,lead,Boehringer Ingelheim
2913868,NCT00600626,Industry,lead,Novo Nordisk A/S
2914313,NCT00596752,Industry,lead,UCB BIOSCIENCES GmbH
2914314,NCT00596752,Industry,collaborator,Aptiv Solutions
2914968,NCT00591773,Industry,lead,Takeda
2914991,NCT00591578,Industry,lead,Takeda
2915042,NCT00591266,Industry,lead,Takeda
2915043,NCT00591253,Industry,lead,Takeda
2915187,NCT00590174,Other,lead,Seung-Jung Park
2915188,NCT00590174,Other,collaborator,"CardioVascular Research Foundation, Korea"
2915218,NCT00589927,Other,lead,"CardioVascular Research Foundation, Korea"
2915219,NCT00589927,Other,collaborator,Otsuka Korea
2916329,NCT00580840,Industry,lead,UCB Pharma
2917059,NCT00575588,Industry,lead,AstraZeneca
2917060,NCT00575588,Industry,collaborator,Bristol-Myers Squibb
2917338,NCT00573508,Industry,lead,Astellas Pharma Inc
2917550,NCT00571649,Industry,lead,Bayer
2917551,NCT00571649,Industry,collaborator,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C."
2917635,NCT00570986,Industry,lead,"AbbVie (prior sponsor, Abbott)"
2917659,NCT00570739,Industry,lead,"Daiichi Sankyo, Inc."
2917861,NCT00568984,Industry,lead,Novo Nordisk A/S
2917937,NCT00568295,Industry,lead,Johnson & Johnson Consumer and Personal Products Worldwide
2917965,NCT00567996,Industry,lead,Novartis
2918270,NCT00565409,Industry,lead,Pfizer
2918516,NCT00563381,Industry,lead,Boehringer Ingelheim
2918517,NCT00563381,Industry,collaborator,Pfizer
2918577,NCT00562952,Other,lead,Medical University of Vienna
2918578,NCT00562952,Industry,collaborator,Roche Pharma AG
2918659,NCT00562289,Other,lead,Assistance Publique - Hôpitaux de Paris
2918894,NCT00560417,Industry,lead,Eli Lilly and Company
2919116,NCT00558428,Industry,lead,Boehringer Ingelheim
2919128,NCT00558259,Industry,lead,Boehringer Ingelheim
2919150,NCT00558064,Industry,lead,Boehringer Ingelheim
2919168,NCT00557921,Industry,lead,Cogentus Pharmaceuticals
2919491,NCT00555217,U.S. Fed,lead,VA Office of Research and Development
2919725,NCT00553267,Industry,lead,Boehringer Ingelheim
2919838,NCT00552370,Industry,lead,Sanofi
2919884,NCT00552097,Industry,lead,Merck Sharp & Dohme Corp.
2919891,NCT00552058,Industry,lead,UCB Pharma
2919964,NCT00551447,Industry,lead,Merck Sharp & Dohme Corp.
2920034,NCT00550953,Industry,lead,Boehringer Ingelheim
2920168,NCT00549757,Industry,lead,Novartis Pharmaceuticals
2920187,NCT00549549,Industry,lead,Pfizer
2920261,NCT00548808,Industry,lead,Eli Lilly and Company
2920508,NCT00547300,Industry,lead,Forest Laboratories
2920509,NCT00547300,Industry,collaborator,Mylan Laboratories
2920556,NCT00546832,Industry,lead,Mika Pharma GmbH
2920565,NCT00546754,Industry,lead,Merck Sharp & Dohme Corp.
2920579,NCT00546637,Industry,lead,Pfizer
2920590,NCT00546507,Industry,lead,Mika Pharma GmbH
2920727,NCT00545324,Industry,lead,Merck Sharp & Dohme Corp.
2920997,NCT00542789,Industry,lead,AstraZeneca
2921021,NCT00542555,Industry,lead,NicOx
2921078,NCT00542087,Industry,lead,Merck Sharp & Dohme Corp.
2921126,NCT00541697,Industry,lead,Merck Sharp & Dohme Corp.
2921145,NCT00541489,Industry,lead,NicOx
2921148,NCT00541450,Industry,lead,Merck Sharp & Dohme Corp.
2921209,NCT00540891,Industry,lead,Sanofi
2921439,NCT00538902,Industry,lead,Abbott
2921480,NCT00538486,Other,lead,Third Military Medical University
2921547,NCT00537940,Industry,lead,Pfizer
2921610,NCT00537238,Industry,lead,Pfizer
2921678,NCT00536731,Industry,lead,AstraZeneca
2921704,NCT00536484,Industry,lead,Pfizer
2921861,NCT00535405,Industry,lead,Merck Sharp & Dohme Corp.
2921862,NCT00535405,Other,collaborator,Merck Shering-Plough JV Study
2922118,NCT00532935,Industry,lead,Merck Sharp & Dohme Corp.
2922240,NCT00531817,Industry,lead,Hoffmann-La Roche
2922495,NCT00529529,Industry,lead,Novartis Pharmaceuticals
2922503,NCT00529451,Industry,lead,Novartis
2922572,NCT00528879,Industry,lead,AstraZeneca
2922573,NCT00528879,Industry,collaborator,Bristol-Myers Squibb
2922635,NCT00528372,Industry,lead,AstraZeneca
2922636,NCT00528372,Industry,collaborator,Bristol-Myers Squibb
2922681,NCT00527943,Industry,lead,Merck Sharp & Dohme Corp.
2922682,NCT00527943,Other,collaborator,Duke Clinical Research Institute
2922852,NCT00526474,Industry,lead,Merck Sharp & Dohme Corp.
2922853,NCT00526474,Other,collaborator,The Thrombolysis in Myocardial Infarction Study (TIMI) Group
2922926,NCT00525824,Industry,lead,AstraZeneca
2922964,NCT00525512,Industry,lead,Boehringer Ingelheim
2922965,NCT00525512,Industry,collaborator,Pfizer
2923134,NCT00523991,Industry,lead,Boehringer Ingelheim
2923135,NCT00523991,Industry,collaborator,Pfizer
2923320,NCT00522379,Industry,lead,UCB Pharma
2923400,NCT00521820,Industry,lead,Takeda
2923410,NCT00521742,Industry,lead,Takeda
2923411,NCT00521742,Industry,collaborator,"Takeda Pharmaceuticals North America, Inc."
2923424,NCT00521599,Industry,lead,Merck Sharp & Dohme Corp.
2923733,NCT00519142,Industry,lead,Elixir Pharmaceuticals
2923758,NCT00518882,Industry,lead,Novo Nordisk A/S
2924399,NCT00513630,Other,lead,Shanghai Jiao Tong University School of Medicine
2924697,NCT00510952,Industry,lead,Eli Lilly and Company
2924902,NCT00509262,Industry,lead,Merck Sharp & Dohme Corp.
2925398,NCT00504881,Industry,lead,UCB Pharma SA
2925484,NCT00504127,Industry,lead,NicOx
2925582,NCT00503152,Other,lead,Mario Negri Institute for Pharmacological Research
2925583,NCT00503152,Other,collaborator,Agenzia Italiana del Farmaco
2925586,NCT00503113,Industry,lead,Hoffmann-La Roche
2925621,NCT00502775,Industry,lead,GlaxoSmithKline
2925819,NCT00501020,Industry,lead,GlaxoSmithKline
2925826,NCT00500955,Industry,lead,GlaxoSmithKline
2925857,NCT00500604,Industry,lead,Sanofi
2925955,NCT00499707,Industry,lead,GlaxoSmithKline
2926249,NCT00497237,Industry,lead,Chiesi Farmaceutici S.p.A.
2926306,NCT00496769,Industry,lead,Bristol-Myers Squibb
2926307,NCT00496769,Industry,collaborator,Pfizer
2926340,NCT00496470,Industry,lead,AstraZeneca
2926516,NCT00494871,Industry,lead,Bayer
2926517,NCT00494871,Other,collaborator,"Janssen R&D, L.L.C."
2926592,NCT00494312,Industry,lead,Takeda
2926624,NCT00494013,Industry,lead,Eli Lilly and Company
2926957,NCT00490958,Other,lead,"University of Campania ""Luigi Vanvitelli"""
2927067,NCT00490035,Industry,lead,UCB Pharma SA
2927106,NCT00489736,Industry,lead,Sanofi
2927148,NCT00489424,Industry,lead,Novartis Pharmaceuticals
2927279,NCT00488267,Industry,lead,ZARS Pharma Inc.
2927354,NCT00487539,Industry,lead,"Janssen Research & Development, LLC"
2927355,NCT00487539,Industry,collaborator,Merck Sharp & Dohme Corp.
2927387,NCT00487240,Industry,lead,Eli Lilly and Company
2927487,NCT00486343,Industry,lead,Critical Therapeutics
2927567,NCT00485589,Industry,lead,"Genentech, Inc."
2927568,NCT00485589,Industry,collaborator,Roche Pharma AG
2927638,NCT00484926,Other,lead,Seung-Jung Park
2927639,NCT00484926,Other,collaborator,"CardioVascular Research Foundation, Korea"
2927723,NCT00484198,Industry,lead,"Daiichi Sankyo, Inc."
2927895,NCT00482729,Industry,lead,Merck Sharp & Dohme Corp.
2928039,NCT00481364,Other,lead,Ercan OK
2928040,NCT00481364,Industry,collaborator,Pfizer
2928094,NCT00480805,Industry,lead,Merck Sharp & Dohme Corp.
2928204,NCT00479739,Industry,lead,GlaxoSmithKline
2928206,NCT00479713,Industry,lead,Merck Sharp & Dohme Corp.
2928245,NCT00479401,Industry,lead,Boehringer Ingelheim
2928250,NCT00479362,Other,lead,University of Turku
2928251,NCT00479362,Other,collaborator,Satakunta Central Hospital
2928252,NCT00479362,Other,collaborator,Oulu University Hospital
2928253,NCT00479362,Other,collaborator,Tampere University Hospital
2928482,NCT00477295,Industry,lead,Eisai Inc.
2928518,NCT00476996,Industry,lead,"Genentech, Inc."
2928519,NCT00476996,Industry,collaborator,Roche Pharma AG
2928624,NCT00476268,Industry,lead,Chiesi Farmaceutici S.p.A.
2928658,NCT00476034,Industry,lead,Novartis
2928673,NCT00475852,Industry,lead,"Scios, Inc."
2928900,NCT00474045,Industry,lead,Novo Nordisk A/S
2928942,NCT00473655,Industry,lead,AstraZeneca
2929109,NCT00472199,Industry,lead,Boehringer Ingelheim
2929463,NCT00469092,Industry,lead,Novo Nordisk A/S
2929525,NCT00468546,Industry,lead,Hoffmann-La Roche
2929526,NCT00468546,Industry,collaborator,Biogen
2929648,NCT00467376,Industry,lead,Sanofi
2929777,NCT00466167,Industry,lead,Boehringer Ingelheim
2929985,NCT00464308,Industry,lead,Janssen-Cilag Pty Ltd
2929988,NCT00464269,Industry,lead,UCB Pharma
2930034,NCT00463866,Industry,lead,AstraZeneca
2930067,NCT00463606,Industry,lead,AstraZeneca
2930071,NCT00463567,Industry,lead,Novartis
2930192,NCT00462748,Industry,lead,Merck Sharp & Dohme Corp.
2930874,NCT00457002,Industry,lead,Bristol-Myers Squibb
2931143,NCT00454896,Industry,lead,Astellas Pharma Inc
2931163,NCT00454662,Other,lead,COLM Study Research Organization
2931164,NCT00454662,Other,collaborator,Japan Heart Foundation
2931170,NCT00454584,Industry,lead,"Centocor, Inc."
2931325,NCT00453063,Industry,lead,Merck Sharp & Dohme Corp.
2931354,NCT00452699,Industry,lead,GlaxoSmithKline
2931373,NCT00452530,Industry,lead,Bristol-Myers Squibb
2931390,NCT00452348,Industry,lead,GlaxoSmithKline
2931486,NCT00451412,Industry,lead,Novartis
2931490,NCT00451360,Industry,lead,Laboratoires NEGMA
2931658,NCT00449930,Industry,lead,Merck Sharp & Dohme Corp.
2931691,NCT00449605,Industry,lead,Sanofi
2931812,NCT00448461,Other,lead,Careggi Hospital
2931875,NCT00447915,Industry,lead,Chugai Pharmaceutical
2931889,NCT00447759,Other,lead,University of Dundee
2931890,NCT00447759,Other,collaborator,University of Glasgow
2931891,NCT00447759,Other,collaborator,University of Nottingham
2932110,NCT00445770,Industry,lead,Pfizer
2932160,NCT00445276,Industry,lead,Laboratoires NEGMA
2932199,NCT00444925,Industry,lead,Pfizer
2932337,NCT00443690,Industry,lead,"NovaCardia, Inc."
2932338,NCT00443690,Industry,collaborator,Merck Sharp & Dohme Corp.
2932479,NCT00442546,Industry,lead,Pfizer
2932604,NCT00441350,Industry,lead,Menarini Group
2932605,NCT00441350,Industry,collaborator,"Daiichi Sankyo Europe, GmbH"
2932741,NCT00440193,Industry,lead,Bayer
2932742,NCT00440193,Industry,collaborator,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C."
2932757,NCT00440050,Other,lead,Alzheimer's Disease Cooperative Study (ADCS)
2932758,NCT00440050,NIH,collaborator,National Institute on Aging (NIA)
2932759,NCT00440050,Industry,collaborator,"DSM Nutritional Products, Inc."
2932777,NCT00439855,Other,lead,Triemli Hospital
2932785,NCT00439777,Industry,lead,Bayer
2932786,NCT00439777,Industry,collaborator,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C."
2932791,NCT00439738,Industry,lead,Novartis Pharmaceuticals
2932792,NCT00439725,Industry,lead,Bayer
2932793,NCT00439725,Industry,collaborator,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C."
2932808,NCT00439647,Industry,lead,Novartis Pharmaceuticals
2932848,NCT00439244,Industry,lead,Novartis
2932948,NCT00438451,Other,lead,Johannes Gutenberg University Mainz
2932949,NCT00438451,Industry,collaborator,UCB Pharma GmbH
2933269,NCT00435448,Industry,lead,Threshold Pharmaceuticals
2933270,NCT00435448,Industry,collaborator,PRA Health Sciences
2933322,NCT00434967,Industry,lead,AstraZeneca
2933323,NCT00434954,Industry,lead,AstraZeneca
2933324,NCT00434954,Industry,collaborator,Eli Lilly and Company
2933442,NCT00433966,Other,lead,"Cardiovascular Research Foundation, New York"
2933443,NCT00433966,Industry,collaborator,Boston Scientific Corporation
2933444,NCT00433966,Industry,collaborator,The Medicines Company
2933586,NCT00432796,Other,lead,Lawson Health Research Institute
2933587,NCT00432796,Other,collaborator,Canadian Institutes of Health Research (CIHR)
2933588,NCT00432796,Industry,collaborator,Pfizer
2933650,NCT00432276,Industry,lead,Takeda
2933814,NCT00430729,Industry,lead,AstraZeneca
2933820,NCT00430677,Industry,lead,Bristol-Myers Squibb
2933874,NCT00430248,Industry,lead,Takeda
2934165,NCT00428090,Industry,lead,GlaxoSmithKline
2966091,NCT00154271,Industry,lead,Novartis
2934295,NCT00426751,Industry,lead,GlaxoSmithKline
2934380,NCT00425997,Industry,lead,Novartis
2934453,NCT00425373,Industry,lead,Novartis Pharmaceuticals
2934551,NCT00424476,Industry,lead,Human Genome Sciences Inc.
2934552,NCT00424476,Industry,collaborator,GlaxoSmithKline
2934569,NCT00424268,Industry,lead,AstraZeneca
2934596,NCT00423995,Industry,lead,Merck Sharp & Dohme Corp.
2934665,NCT00423319,Industry,lead,Bristol-Myers Squibb
2934687,NCT00423085,Industry,lead,Novartis Pharmaceuticals
2934688,NCT00423085,Industry,collaborator,Ono Pharmaceutical Co. Ltd
2934769,NCT00422227,Industry,lead,Wyeth is now a wholly owned subsidiary of Pfizer
2934888,NCT00421122,Industry,lead,AstraZeneca
2934914,NCT00420927,Industry,lead,Abbott
2935015,NCT00419952,Industry,lead,AstraZeneca
2935036,NCT00419757,Industry,lead,AstraZeneca
2935037,NCT00419744,Industry,lead,AstraZeneca
2935146,NCT00418834,Industry,lead,Merck Sharp & Dohme Corp.
2935176,NCT00418548,Industry,lead,Wyeth is now a wholly owned subsidiary of Pfizer
2935335,NCT00417222,Other,lead,Tohoku University
2935607,NCT00414609,Industry,lead,Novartis
2935701,NCT00413972,Industry,lead,Merck Sharp & Dohme Corp.
2935702,NCT00413972,Industry,collaborator,Schering-Plough
2935755,NCT00413413,Industry,lead,Novartis Pharmaceuticals
2935796,NCT00413049,Industry,lead,Novartis
2935801,NCT00412984,Industry,lead,Bristol-Myers Squibb
2935949,NCT00411554,Industry,lead,Merck Sharp & Dohme Corp.
2936082,NCT00410410,Industry,lead,Bristol-Myers Squibb
2936084,NCT00410384,Industry,lead,Human Genome Sciences Inc.
2936085,NCT00410384,Industry,collaborator,GlaxoSmithKline
2936133,NCT00409851,Industry,lead,Novartis
2936143,NCT00409760,Industry,lead,Novartis
2936154,NCT00409643,Industry,lead,Novartis
2936265,NCT00408629,Industry,lead,Abbott
2936277,NCT00408512,Other,lead,Federico II University
2936278,NCT00408512,Other,collaborator,Agenzia Italiana del Farmaco
2936308,NCT00408187,Industry,lead,Aurinia Pharmaceuticals Inc.
2936377,NCT00407537,Industry,lead,Pfizer
2936483,NCT00406419,Industry,lead,"Genentech, Inc."
2936484,NCT00406419,Industry,collaborator,Roche Pharma AG
2936560,NCT00405717,Other,lead,Shenyang Northern Hospital
2936599,NCT00405418,Industry,lead,Sanofi
2936700,NCT00404820,Industry,lead,Novartis
2936726,NCT00404547,Industry,lead,AstraZeneca
2936794,NCT00403910,Other,lead,Heart Care Foundation
2936808,NCT00403767,Industry,lead,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C."
2936809,NCT00403767,Industry,collaborator,Bayer
2936976,NCT00402363,Industry,lead,GlaxoSmithKline
2936989,NCT00402233,Industry,lead,Boehringer Ingelheim
2937051,NCT00401596,Industry,lead,"Genentech, Inc."
2937148,NCT00400777,Industry,lead,Novartis
2937227,NCT00400153,Industry,lead,Boehringer Ingelheim
2937280,NCT00399724,Industry,lead,Sanofi
2937281,NCT00399711,Industry,lead,Novo Nordisk A/S
2937322,NCT00399464,Industry,lead,Sanofi
2937371,NCT00398931,Industry,lead,Merck Sharp & Dohme Corp.
2937403,NCT00398606,Industry,lead,Merck Sharp & Dohme Corp.
2937506,NCT00397657,U.S. Fed,lead,Walter Reed Army Medical Center
2937507,NCT00397657,Industry,collaborator,Abbott
2937510,NCT00397631,Industry,lead,Merck Sharp & Dohme Corp.
2937653,NCT00396357,Industry,lead,Novartis Pharmaceuticals
2937664,NCT00396227,Industry,lead,Novartis Pharmaceuticals
2937728,NCT00395603,Industry,lead,Merck Sharp & Dohme Corp.
2937735,NCT00395512,Industry,lead,Takeda
2937751,NCT00395343,Industry,lead,Merck Sharp & Dohme Corp.
2937917,NCT00394199,Industry,lead,SkyePharma AG
2937939,NCT00393991,Industry,lead,SkyePharma AG
2937943,NCT00393952,Industry,lead,SkyePharma AG
2937971,NCT00393718,Industry,lead,Novo Nordisk A/S
2938008,NCT00393471,Industry,lead,Wyeth is now a wholly owned subsidiary of Pfizer
2938009,NCT00393458,Industry,lead,Novartis
2938179,NCT00392002,Industry,lead,AstraZeneca
2938194,NCT00391872,Industry,lead,AstraZeneca
2938248,NCT00391443,Industry,lead,Actelion
2938326,NCT00390728,Industry,lead,Sanofi
2938438,NCT00389779,Industry,lead,Gilead Sciences
2938532,NCT00388882,Industry,lead,Boehringer Ingelheim
2938690,NCT00387517,Industry,lead,Novartis
2938730,NCT00387088,Industry,lead,Boehringer Ingelheim
2938844,NCT00386139,Industry,lead,Novartis
2938847,NCT00386100,Industry,lead,GlaxoSmithKline
2938870,NCT00385931,Industry,lead,Novartis
2938891,NCT00385736,Industry,lead,Abbott
2938905,NCT00385593,Industry,lead,AstraZeneca
2938950,NCT00385138,Industry,lead,The Medicines Company
2938974,NCT00384930,Industry,lead,Eli Lilly and Company
2938975,NCT00384930,Industry,collaborator,ICOS Corporation
2939052,NCT00384215,Industry,lead,Sanofi
2939064,NCT00384085,Industry,lead,Sanofi
2939084,NCT00383929,Industry,lead,AstraZeneca
2939107,NCT00383721,Industry,lead,Merck Sharp & Dohme Corp.
2939108,NCT00383721,Industry,collaborator,Novartis
2939123,NCT00383578,Industry,lead,Novartis Pharmaceuticals
2939125,NCT00383552,Industry,lead,Merck Sharp & Dohme Corp.
2939126,NCT00383552,Industry,collaborator,Novartis
2939137,NCT00383435,Industry,lead,Merck Sharp & Dohme Corp.
2939138,NCT00383435,Industry,collaborator,Novartis
2939158,NCT00383240,Industry,lead,Merck Sharp & Dohme Corp.
2939159,NCT00383240,Industry,collaborator,Novartis
2939168,NCT00383136,Other,lead,University of Bologna
2939197,NCT00382889,Industry,lead,Chiesi Farmaceutici S.p.A.
2939273,NCT00382096,Industry,lead,Novartis Pharmaceuticals
2939347,NCT00381485,Industry,lead,Merck Sharp & Dohme Corp.
2939348,NCT00381485,Industry,collaborator,Novartis
2939349,NCT00381472,Industry,lead,GlaxoSmithKline
2939415,NCT00380939,Industry,lead,Pfizer
2939531,NCT00379899,Industry,lead,Amgen
2939542,NCT00379769,Industry,lead,GlaxoSmithKline
2939597,NCT00379288,Industry,lead,Merck Sharp & Dohme Corp.
2939602,NCT00379249,Industry,lead,AstraZeneca
2939623,NCT00379067,Industry,lead,Astellas Pharma Inc
2939624,NCT00379067,Industry,collaborator,Astellas Pharma Europe Ltd.
2939625,NCT00379067,Industry,collaborator,Boehringer Ingelheim
2939785,NCT00377858,Industry,lead,Eli Lilly and Company
